file_name,x1,y1,x2,y2,IoU,center_distance,inference_time
image_customer/21/21_2.jpg,100,8,173,107,0.7529,9.99,0.1881
image_customer/21/21_4.jpg,68,5,150,134,0.7312,8.31,0.294
image_customer/22/22.jpg,70,16,130,107,0.7218,10.73,0.2405
image_customer/22/22_3.jpg,474,54,642,349,0.7189,29.95,0.2358
image_customer/22/]22_2.jpg,1256,42,1875,1062,0.751,78.79,0.2068
image_customer/22/22_4.jpg,451,56,747,468,0.7059,43.01,0.2676
image_customer/23/23.jpg,333,120,751,693,0.8361,37.73,0.3001
image_customer/23/23_2.jpg,98,21,282,259,0.7519,19.59,0.223
image_customer/23/23_3.jpg,802,5,1096,440,0.6871,45.54,0.2141
image_customer/23/23_4.jpg,496,21,696,294,0.6792,23.12,0.219
image_customer/25/25.jpg,83,15,278,306,0.693,34.95,0.2165
image_customer/25/25_2.jpg,243,75,419,375,0.4798,29.57,0.2042
image_customer/25/25_3.jpg,278,132,729,813,0.7309,77.42,0.3021
image_customer/25/25_4.jpg,684,86,1166,848,0.6295,20.6,0.2893
image_customer/24/24.jpg,198,119,444,351,0.8059,8.51,0.2064
image_customer/24/24_4.jpg,205,197,842,1047,0.6307,108.97,0.2284
image_customer/24/24_2.jpg,114,14,164,83,0.5372,12.71,0.1376
image_customer/24/24_3.jpg,106,17,201,146,0.6076,21.43,0.137
image_customer/26/26.jpg,240,64,854,1070,0.6979,89.03,0.1803
image_customer/26/26_2.jpg,211,35,383,293,0.7856,19.7,0.1386
image_customer/26/26_3.jpg,508,121,590,244,0.0,169.15,0.1917
image_customer/26/26_4.jpg,883,400,1788,1749,0.7514,104.46,0.4565
image_customer/27/27.jpg,169,48,512,497,0.6412,40.41,0.1689
image_customer/27/27_2.jpg,111,129,635,622,0.5107,53.49,0.2007
image_customer/27/27_3.jpg,69,90,298,349,0.6733,11.37,0.163
image_customer/27/27_4.jpg,82,46,476,524,0.4486,78.84,0.1544
image_customer/28/28.jpg,265,28,563,386,0.668,43.1,0.1355
image_customer/28/28_2.jpg,196,2,404,250,0.7879,19.79,0.1352
image_customer/28/28_3.jpg,63,0,195,154,0.7144,12.12,0.1523
image_customer/28/28_4.jpg,383,19,721,423,0.6743,38.79,0.1871
image_customer/29/29.jpg,65,129,552,793,0.6525,76.25,0.1486
image_customer/29/29_2.jpg,230,26,321,171,0.6005,21.91,0.1537
image_customer/29/29_3.jpg,540,113,684,343,0.7465,21.11,0.1551
image_customer/29/29_4.jpg,7,93,293,390,0.6681,2.74,0.1616
image_customer/30/30_4.jpg,38,22,145,194,0.6394,23.82,0.139
image_customer/30/30_3.jpg,59,20,156,205,0.6886,12.86,0.2092
image_customer/30/30_2.jpg,51,26,151,177,0.7171,14.75,0.1423
image_customer/30/30.jpg,159,64,404,456,0.6864,24.79,0.1477
image_customer/31/31_3.jpg,148,146,659,798,0.6199,21.8,0.1871
image_customer/31/31_4.jpg,41,20,148,204,0.622,32.07,0.1341
image_customer/31/31.jpg,548,41,865,485,0.7849,32.77,0.1509
image_customer/31/31_2.jpg,398,85,675,493,0.6882,46.9,0.1464
image_customer/32/32.jpg,151,30,423,471,0.6946,58.76,0.1668
image_customer/32/32_2.jpg,273,14,472,319,0.6541,44.34,0.1549
image_customer/32/32_4.jpg,193,32,309,209,0.7868,14.94,0.1335
image_customer/32/32_3.jpg,27,17,148,207,0.6845,17.26,0.1554
image_customer/33/33.jpg,33,4,164,200,0.6935,19.63,0.1448
image_customer/33/33_2.jpg,189,81,437,463,0.8193,27.3,0.2005
image_customer/33/33_4.jpg,302,89,650,627,0.7134,62.45,0.2498
image_customer/33/33_3.jpg,35,18,141,191,0.7801,18.12,0.1381
image_customer/34/34_3.jpg,505,72,810,538,0.736,42.44,0.1541
image_customer/34/34_4.jpg,223,94,992,1115,0.5606,113.64,0.2313
image_customer/34/34.jpg,50,27,135,159,0.6452,16.81,0.138
image_customer/34/34_2.jpg,102,10,187,124,0.74,9.4,0.1315
image_customer/35/35_3.jpg,214,56,472,430,0.5707,39.64,0.197
image_customer/35/35_4.jpg,698,622,2532,2715,0.6567,110.59,0.4269
image_customer/35/35.jpg,74,86,508,714,0.7237,58.02,0.1375
image_customer/35/35_2.jpg,71,92,1491,1456,0.4906,124.63,0.2561
image_customer/36/36.jpg,199,1,321,174,0.6085,19.27,0.1303
image_customer/36/36_3.jpg,867,213,1099,615,0.6386,39.7,0.2203
image_customer/36/36_2.jpg,69,14,146,138,0.6408,13.67,0.1534
image_customer/36/36_4.jpg,129,14,205,128,0.7032,13.1,0.1391
image_customer/37/37_3.jpg,77,0,197,133,0.7998,2.6,0.1085
image_customer/37/37_4.jpg,117,3,208,132,0.7419,10.46,0.1265
image_customer/37/37_2.jpg,319,85,501,357,0.6758,26.47,0.1419
image_customer/37/37.jpg,428,108,1142,1200,0.707,2.67,0.1641
image_customer/38/38.jpg,102,12,190,128,0.7054,8.0,0.13
image_customer/38/38_2.jpg,120,1,265,188,0.7672,17.01,0.1534
image_customer/38/38_3.jpg,145,57,458,393,0.655,13.44,0.1855
image_customer/38/38_4.jpg,43,26,126,149,0.6983,16.8,0.141
image_customer/39/39.jpg,201,2,491,378,0.5381,37.08,0.139
image_customer/39/39_2.jpg,591,211,957,759,0.7612,42.95,0.1618
image_customer/39/39_4.jpg,495,18,727,347,0.7445,24.37,0.1497
image_customer/39/39_3.jpg,269,251,1053,1357,0.6789,116.74,0.296
image_customer/40/40.jpg,59,34,157,172,0.6714,14.89,0.2789
image_customer/40/40_2.jpg,165,44,362,300,0.4446,22.68,0.1878
image_customer/40/40_3.jpg,305,120,953,1061,0.6716,99.57,0.3166
image_customer/40/40_4.jpg,350,152,908,894,0.5378,125.0,0.2396
image_customer/41/41.jpg,110,0,349,407,0.7486,44.99,0.2534
image_customer/41/41_2.jpg,103,63,433,619,0.724,47.97,0.2385
image_customer/41/41_3.jpg,725,202,1431,1311,0.6717,165.63,0.302
image_customer/41/41_4.jpg,113,38,545,699,0.5593,71.08,0.2674
image_customer/42/42.jpg,52,21,160,169,0.6547,16.46,0.1938
image_customer/42/42_2.jpg,265,29,406,250,0.713,28.46,0.2206
image_customer/42/42_3.jpg,325,33,610,388,0.5673,49.64,0.2024
image_customer/42/42_4.jpg,274,106,719,801,0.6723,96.71,0.2812
image_customer/43/43.jpg,50,51,365,537,0.7193,42.19,0.2219
image_customer/43/43_2.jpg,277,68,735,836,0.6936,116.34,0.2634
image_customer/43/43_3.jpg,78,24,284,343,0.6568,43.27,0.1969
image_customer/43/43_4.jpg,154,4,310,229,0.6017,35.02,0.1279
image_customer/44/44.jpg,228,297,1033,1412,0.7535,72.67,0.1982
image_customer/44/44_2.jpg,78,17,277,325,0.7257,39.2,0.1694
image_customer/44/44_3.jpg,59,420,656,1239,0.7415,71.43,0.1776
image_customer/44/44_4.jpg,808,436,1746,1556,0.7141,49.86,0.3965
image_customer/45/45.jpg,95,33,286,358,0.7012,37.01,0.1547
image_customer/45/45_2.jpg,716,73,1023,544,0.5855,63.5,0.147
image_customer/45/45_3.jpg,102,135,616,949,0.401,95.16,0.1525
image_customer/45/45_4.jpg,154,4,236,128,0.4568,18.16,0.1395
image_customer/46/46.jpg,217,23,539,513,0.6222,59.38,0.1921
image_customer/46/46_3.jpg,296,37,866,840,0.6164,101.31,0.1586
image_customer/46/46_4.jpg,563,67,919,626,0.6036,91.9,0.1583
image_customer/46/46_2.jpg,111,41,186,125,0.8511,2.67,0.1506
image_customer/47/47.jpg,93,84,432,487,0.5279,33.33,0.1516
image_customer/47/47_2.jpg,203,23,300,181,0.6316,27.03,0.1302
image_customer/47/47_3.jpg,402,30,620,390,0.6374,56.96,0.163
image_customer/47/47_4.jpg,299,8,830,858,0.6405,134.36,0.2112
image_customer/48/48.jpg,100,1,456,544,0.515,12.27,0.1946
image_customer/48/48_3.jpg,639,76,1386,1194,0.6758,128.98,0.1776
image_customer/48/48_2.jpg,62,0,188,129,0.744,7.38,0.1478
image_customer/48/48_4.jpg,514,17,778,415,0.6481,53.69,0.1827
image_customer/49/49.jpg,181,34,654,769,0.268,85.04,0.1859
image_customer/49/49_4.jpg,45,13,227,282,0.5054,30.04,0.1926
image_customer/49/49_3.jpg,399,19,709,472,0.6706,67.79,0.155
image_customer/49/49_2.jpg,61,8,152,156,0.6634,21.11,0.1996
image_customer/50/50.jpg,26,32,109,140,0.667,13.02,0.1422
image_customer/50/50_2.jpg,337,41,515,307,0.7886,19.3,0.1278
image_customer/50/50_3.jpg,321,68,577,442,0.7442,36.39,0.1574
image_customer/50/50_4.jpg,185,32,330,236,0.7747,15.64,0.1235
image_customer/51/51.jpg,139,38,450,508,0.5558,64.36,0.1653
image_customer/51/51_2.jpg,380,0,852,611,0.6488,62.9,0.1298
image_customer/51/51_3.jpg,193,0,376,248,0.6031,26.63,0.1427
image_customer/51/51_4.jpg,57,21,179,202,0.6415,26.33,0.1623
image_customer/52/52.jpg,100,116,493,778,0.3734,104.19,0.1722
image_customer/52/52_2.jpg,318,154,530,450,0.6487,27.81,0.159
image_customer/52/52_4.jpg,699,112,1113,713,0.7337,66.45,0.1611
image_customer/52/52_3.jpg,135,64,511,588,0.7087,55.15,0.1508
image_customer/53/53.jpg,415,37,640,394,0.783,32.57,0.15
image_customer/53/53_2.jpg,35,4,118,120,0.6153,15.51,0.1335
image_customer/53/53_3.jpg,708,55,1026,500,0.6875,52.53,0.1931
image_customer/53/53_4.jpg,650,17,1211,732,0.6098,112.81,0.1778
image_customer/54/54.jpg,260,22,453,281,0.6854,34.95,0.1359
image_customer/54/54_2.jpg,209,65,541,453,0.6187,47.61,0.1465
image_customer/54/54_3.jpg,286,16,514,335,0.6517,34.68,0.1185
image_customer/54/54_4.jpg,912,222,1240,701,0.7131,55.75,0.1694
image_customer/55/55.jpg,160,0,491,320,0.5056,43.29,0.1441
image_customer/55/55_2.jpg,55,23,178,208,0.6546,21.25,0.1892
image_customer/55/55_3.jpg,107,0,400,218,0.4652,39.29,0.1252
image_customer/55/55_4.jpg,757,263,1471,1211,0.9129,21.39,0.2217
image_customer/56/56.jpg,49,19,161,198,0.6953,20.95,0.1405
image_customer/56/56_2..jpg,465,11,750,511,0.737,57.23,0.1822
image_customer/56/56_3.jpg,108,59,280,331,0.7391,33.23,0.1516
image_customer/56/56_4.jpg,226,85,922,1179,0.5786,120.63,0.2134
image_customer/57/57.jpg,68,62,307,399,0.7067,43.38,0.1381
image_customer/57/57_3.jpg,41,11,183,205,0.699,20.22,0.16
image_customer/57/57_2.jpg,703,123,1213,841,0.6073,107.98,0.242
image_customer/57/57_4.jpg,50,18,166,183,0.7111,22.03,0.2029
image_customer/58/58.jpg,63,15,155,161,0.6517,21.58,0.1961
image_customer/58/58_3.jpg,150,42,324,328,0.7282,34.57,0.2099
image_customer/58/58_2.jpg,55,30,135,158,0.649,20.45,0.2132
image_customer/58/58_4.jpg,883,25,1198,513,0.7501,48.48,0.2762
image_customer/59/59.jpg,208,145,421,494,0.7022,39.7,0.2568
image_customer/59/59_3.jpg,48,35,249,337,0.6356,44.37,0.2366
image_customer/59/59_2.jpg,110,12,195,140,0.6579,16.38,0.2067
image_customer/59/59_4.jpg,230,254,851,1077,0.7018,91.49,0.2341
image_customer/60/60.jpg,207,293,454,674,0.7261,44.76,0.2238
image_customer/60/60_2.jpg,1100,116,1919,1231,0.6735,126.87,0.5509
image_customer/60/60_4.jpg,356,50,662,512,0.746,50.23,0.2867
image_customer/60/60_3.jpg,136,20,193,92,0.6688,8.89,0.2247
image_customer/62/62_3.jpg,78,28,140,119,0.7793,10.16,0.2567
image_customer/62/62.jpg,23,25,163,247,0.755,23.39,0.2485
image_customer/62/62_2.jpg,101,22,253,247,0.6543,33.15,0.2044
image_customer/62/62_4.jpg,94,36,234,240,0.7409,22.94,0.1851
image_customer/63/63.jpg,61,0,159,142,0.7659,15.24,0.1419
image_customer/63/63_2.jpg,397,327,1466,1760,0.453,30.18,0.1937
image_customer/63/63_3.jpg,92,59,344,359,0.3507,43.15,0.1981
image_customer/63/63_4.jpg,68,13,144,127,0.6177,19.55,0.1915
image_customer/64/64.jpg,67,17,153,154,0.6006,22.84,0.1383
image_customer/64/64_2.jpg,286,288,730,979,0.4734,51.44,0.1696
image_customer/64/64_3.jpg,73,13,131,100,0.7217,9.5,0.1747
image_customer/64/64_4.jpg,953,38,1150,368,0.5938,44.83,0.1777
image_customer/65/65.jpg,48,16,131,164,0.6829,19.81,0.162
image_customer/65/65_2.jpg,863,150,1266,716,0.7162,48.7,0.1376
image_customer/65/65_3.jpg,288,13,474,261,0.5576,28.34,0.1402
image_customer/65/65_4.jpg,302,46,483,287,0.465,36.36,0.1537
image_customer/66/66.jpg,45,37,135,197,0.6975,20.89,0.1316
image_customer/66/66_2.jpg,79,9,147,112,0.6508,15.09,0.1993
image_customer/66/66_3.jpg,350,28,585,436,0.6663,56.4,0.1628
image_customer/66/66_4.jpg,385,28,615,447,0.7302,49.49,0.1472
image_customer/67/67.jpg,49,70,130,203,0.7148,13.92,0.164
image_customer/67/67_2.jpg,244,210,794,1082,0.4144,86.3,0.1738
image_customer/67/67_3.jpg,23,12,125,173,0.6222,22.2,0.1394
image_customer/67/67_4.jpg,586,78,1106,904,0.7307,102.52,0.2892
image_customer/68/68.jpg,57,18,177,183,0.6521,20.6,0.1876
image_customer/68/68_3.jpg,310,13,428,188,0.5946,22.84,0.1252
image_customer/68/68_2.jpg,31,27,267,384,0.6283,17.57,0.1657
image_customer/68/68_4.jpg,106,21,255,232,0.7085,24.62,0.1932
image_customer/69/69.jpg,57,10,167,178,0.6817,24.7,0.1985
image_customer/69/69_2.jpg,0,22,285,388,0.629,24.71,0.1637
image_customer/69/69_4.jpg,438,43,787,602,0.6786,75.57,0.1992
image_customer/69/69_3.jpg,44,16,259,366,0.6692,19.95,0.1651
image_customer/71/71.jpg,192,68,486,577,0.7321,66.4,0.1618
image_customer/71/71_2.jpg,1559,95,2405,1210,0.4948,170.74,0.388
image_customer/71/71_4.jpg,810,46,1107,530,0.6667,68.75,0.1874
image_customer/71/71_3.jpg,121,9,179,96,0.6595,13.7,0.1155
image_customer/70/70.jpg,320,66,592,440,0.7558,36.43,0.1414
image_customer/70/70_2.jpg,209,18,325,186,0.7124,20.17,0.135
image_customer/70/70_3.jpg,285,14,715,573,0.4766,46.71,0.1614
image_customer/70/70_4.jpg,96,14,388,375,0.5159,14.25,0.1532
image_customer/72/72.jpg,152,663,818,1571,0.6376,24.52,0.1436
image_customer/72/72_2.jpg,415,413,1412,1790,0.6003,177.48,0.2205
image_customer/72/72_3.jpg,311,458,484,711,0.6787,27.53,0.1639
image_customer/72/72_4.jpg,136,87,253,239,0.6708,22.87,0.1722
image_customer/61/61_2.jpg,123,23,317,290,0.5209,12.62,0.1918
image_customer/61/61_3.jpg,131,27,218,166,0.682,20.64,0.1627
image_customer/61/61_4.jpg,122,76,501,555,0.4945,32.77,0.1737
image_customer/61/61.jpg,75,11,146,127,0.7006,16.46,0.1993
