Image1,X1,Y1,W1,H1,ProcessingTime1,Image2,X2,Y2,W2,H2,ProcessingTime2
image_customer/1/1_4.jpg,359,276,273,349,0.6555469036102295,image_customer/68/68_2.jpg,44,56,209,278,0.8479557037353516
image_customer/4/4.jpg,352,123,243,342,0.8009469509124756,image_customer/70/70_2.jpg,213,34,107,146,0.8193299770355225
image_customer/13/13_3.jpg,196,36,122,164,0.8090629577636719,image_customer/23/23_2.jpg,114,50,158,204,0.7853536605834961
image_customer/22/]22_2.jpg,1283,219,556,808,0.611262321472168,image_customer/46/46.jpg,260,74,265,424,0.5223121643066406
image_customer/42/42_2.jpg,267,57,137,191,0.5096909999847412,image_customer/44/44_2.jpg,81,71,192,254,0.52040696144104
image_customer/61/61.jpg,77,21,67,103,0.5133845806121826,image_customer/67/67_2.jpg,323,245,385,578,0.5165607929229736
image_customer/16/16.jpg,184,118,170,248,0.5089266300201416,image_customer/5/5_2.jpg,208,38,175,239,0.5138797760009766
image_customer/26/26.jpg,271,226,574,821,0.5068552494049072,image_customer/5/5_2.jpg,208,38,175,239,0.5199894905090332
image_customer/23/23_3.jpg,829,81,246,343,0.5063326358795166,image_customer/60/60_3.jpg,145,25,48,63,0.5194416046142578
image_customer/19/19_3.jpg,416,158,402,552,0.5085468292236328,image_customer/23/23_3.jpg,829,81,246,343,0.5254201889038086
image_customer/59/59.jpg,215,199,196,281,0.507953405380249,image_customer/61/61_2.jpg,152,28,147,218,0.5206913948059082
image_customer/31/31_4.jpg,34,75,112,128,0.5064682960510254,image_customer/68/68.jpg,65,40,107,142,0.5256478786468506
image_customer/13/13.jpg,281,53,137,180,0.515845775604248,image_customer/41/41_2.jpg,111,144,312,466,0.7118802070617676
image_customer/11/11_3.jpg,285,77,232,293,0.8598921298980713,image_customer/18/18_3.jpg,102,54,168,207,0.8390552997589111
image_customer/52/52_3.jpg,156,146,325,430,0.8351833820343018,image_customer/63/63_2.jpg,521,317,778,1146,0.7751181125640869
image_customer/51/51_4.jpg,70,59,107,137,0.7719106674194336,image_customer/59/59_2.jpg,115,39,74,100,0.5872657299041748
image_customer/48/48_3.jpg,709,252,658,925,0.5273866653442383,image_customer/62/62_2.jpg,115,63,131,181,0.5135800838470459
image_customer/42/42_4.jpg,288,207,410,586,0.5199987888336182,image_customer/63/63_2.jpg,521,317,778,1146,0.525688648223877
image_customer/29/29_3.jpg,546,148,137,183,0.5073919296264648,image_customer/54/54_4.jpg,931,295,283,384,0.5222091674804688
image_customer/18/18_3.jpg,102,54,168,207,0.5310463905334473,image_customer/51/51.jpg,176,173,248,319,0.5243477821350098
image_customer/11/11_3.jpg,285,77,232,293,0.5074179172515869,image_customer/52/52.jpg,166,120,285,387,0.5216777324676514
image_customer/16/16_4.jpg,113,15,71,99,0.502699613571167,image_customer/64/64_3.jpg,76,25,53,72,0.5183210372924805
image_customer/52/52_2.jpg,331,196,181,237,0.5116310119628906,image_customer/53/53_4.jpg,756,100,443,658,0.5278778076171875
image_customer/65/65_2.jpg,884,202,358,497,0.5207929611206055,image_customer/9/9_3.jpg,387,374,627,891,0.5215749740600586
image_customer/24/24.jpg,211,88,208,262,0.51340651512146,image_customer/8/8.jpg,35,74,107,129,0.5318148136138916
image_customer/30/30.jpg,168,141,227,294,0.775784969329834,image_customer/33/33.jpg,40,41,117,157,0.8190698623657227
image_customer/31/31.jpg,560,87,291,389,0.8089675903320312,image_customer/68/68.jpg,65,40,107,142,0.8312578201293945
image_customer/13/13_4.jpg,244,41,186,253,0.7414286136627197,image_customer/66/66_4.jpg,389,91,220,347,0.7448229789733887
image_customer/34/34.jpg,56,54,74,104,0.5335414409637451,image_customer/68/68_3.jpg,318,45,103,131,0.5024385452270508
image_customer/32/32_4.jpg,197,58,105,145,0.5223314762115479,image_customer/53/53_2.jpg,45,16,68,103,0.5119669437408447
image_customer/57/57_2.jpg,729,240,457,603,0.5262846946716309,image_customer/72/72_2.jpg,488,647,834,1081,0.5045216083526611
image_customer/26/26_4.jpg,960,534,797,1175,0.504509449005127,image_customer/35/35.jpg,102,151,384,553,0.5256643295288086
image_customer/42/42_2.jpg,267,57,137,191,0.5096368789672852,image_customer/66/66.jpg,47,56,86,137,0.51796555519104
image_customer/30/30_3.jpg,61,51,92,133,0.5088396072387695,image_customer/54/54_3.jpg,307,65,193,261,0.5202028751373291
image_customer/15/15_4.jpg,414,45,152,214,0.5081460475921631,image_customer/46/46_2.jpg,118,32,65,92,0.5167877674102783
image_customer/12/12_2.jpg,73,73,118,153,0.5092372894287109,image_customer/13/13_2.jpg,218,98,175,222,0.5201997756958008
image_customer/15/15.jpg,391,61,218,317,0.5095968246459961,image_customer/59/59.jpg,215,199,196,281,0.5184164047241211
image_customer/43/43_4.jpg,172,37,133,191,0.742466926574707,image_customer/72/72_3.jpg,316,502,153,197,0.8278982639312744
image_customer/16/16_2.jpg,355,15,236,347,0.8135848045349121,image_customer/33/33_4.jpg,321,190,317,438,0.8419232368469238
image_customer/44/44_2.jpg,81,71,192,254,0.781980037689209,image_customer/68/68_3.jpg,318,45,103,131,0.7518391609191895
image_customer/27/27_2.jpg,154,138,334,458,0.5477283000946045,image_customer/56/56_4.jpg,273,266,596,866,0.511371374130249
image_customer/47/47_4.jpg,325,174,474,677,0.5094118118286133,image_customer/61/61_4.jpg,153,76,246,400,0.5176858901977539
image_customer/29/29_2.jpg,233,53,81,116,0.5004124641418457,image_customer/70/70_2.jpg,213,34,107,146,0.5138554573059082
image_customer/38/38_3.jpg,178,80,244,302,0.5176529884338379,image_customer/43/43.jpg,64,82,282,443,0.5236122608184814
image_customer/58/58_3.jpg,153,74,167,250,0.5024206638336182,image_customer/8/8_3.jpg,241,64,160,205,0.5204980373382568
image_customer/2/2.jpg,309,68,198,265,0.506934404373169,image_customer/39/39_2.jpg,595,281,355,472,0.5273709297180176
image_customer/3/3.jpg,198,55,102,146,0.5054876804351807,image_customer/4/4.jpg,352,123,243,342,0.5215880870819092
image_customer/1/1_2.jpg,178,114,267,312,0.5017435550689697,image_customer/46/46_2.jpg,118,32,65,92,0.5273849964141846
image_customer/35/35_3.jpg,224,141,211,287,0.5064990520477295,image_customer/56/56_3.jpg,113,99,163,233,0.5245025157928467
image_customer/15/15_3.jpg,266,55,148,208,0.576242208480835,image_customer/35/35_4.jpg,931,823,1367,1847,0.8180868625640869
image_customer/24/24_3.jpg,110,42,85,104,0.8114018440246582,image_customer/37/37_2.jpg,325,134,152,219,0.8455874919891357
image_customer/51/51_4.jpg,70,59,107,137,0.7888457775115967,image_customer/62/62_2.jpg,115,63,131,181,0.7605140209197998
image_customer/25/25_4.jpg,704,168,424,578,0.5606951713562012,image_customer/37/37_2.jpg,325,134,152,219,0.5075268745422363
image_customer/30/30_2.jpg,52,47,97,129,0.5203502178192139,image_customer/53/53.jpg,424,76,208,321,0.5123465061187744
image_customer/36/36.jpg,207,31,103,143,0.5280091762542725,image_customer/45/45_4.jpg,165,24,62,100,0.5044586658477783
image_customer/71/71_2.jpg,1632,330,659,850,0.5096244812011719,image_customer/9/9_2.jpg,117,31,74,95,0.5120375156402588
image_customer/22/22.jpg,71,28,55,78,0.5046706199645996,image_customer/72/72_2.jpg,488,647,834,1081,0.5157489776611328
image_customer/42/42.jpg,60,33,94,133,0.5061261653900146,image_customer/58/58.jpg,68,34,84,124,0.5161154270172119
image_customer/3/3.jpg,198,55,102,146,0.5181975364685059,image_customer/62/62_4.jpg,100,63,129,171,0.5233972072601318
image_customer/40/40.jpg,65,52,83,115,0.5024805068969727,image_customer/51/51_3.jpg,208,48,148,195,0.5209729671478271
image_customer/19/19_2.jpg,406,108,240,335,0.5045492649078369,image_customer/67/67_2.jpg,323,245,385,578,0.5214962959289551
image_customer/20/20_2.jpg,169,65,123,156,0.5937483310699463,image_customer/48/48_3.jpg,709,252,658,925,0.8072576522827148
image_customer/39/39_2.jpg,595,281,355,472,0.8482928276062012,image_customer/60/60.jpg,215,323,234,336,0.8198490142822266
image_customer/17/17_2.jpg,376,88,171,238,0.8048944473266602,image_customer/36/36_2.jpg,71,39,69,98,0.7663946151733398
image_customer/46/46.jpg,260,74,265,424,0.6645328998565674,image_customer/49/49_2.jpg,64,27,86,127,0.506005048751831
image_customer/24/24_3.jpg,110,42,85,104,0.5133624076843262,image_customer/30/30_3.jpg,61,51,92,133,0.5087864398956299
image_customer/10/10_3.jpg,234,103,125,166,0.5204923152923584,image_customer/55/55_4.jpg,769,227,694,980,0.5074522495269775
image_customer/48/48.jpg,109,35,310,376,0.5149824619293213,image_customer/62/62_4.jpg,100,63,129,171,0.5148434638977051
image_customer/34/34_2.jpg,105,26,73,97,0.5338826179504395,image_customer/43/43_2.jpg,289,193,435,654,0.5074629783630371
image_customer/51/51_4.jpg,70,59,107,137,0.5188794136047363,image_customer/57/57_3.jpg,42,39,130,163,0.5056319236755371
image_customer/15/15_4.jpg,414,45,152,214,0.5179543495178223,image_customer/52/52.jpg,166,120,285,387,0.498488187789917
image_customer/13/13_2.jpg,218,98,175,222,0.5170683860778809,image_customer/37/37_2.jpg,325,134,152,219,0.5008866786956787
image_customer/43/43_2.jpg,289,193,435,654,0.5255227088928223,image_customer/72/72.jpg,195,624,540,791,0.5082051753997803
image_customer/5/5_4.jpg,235,77,210,258,0.5160553455352783,image_customer/68/68_3.jpg,318,45,103,131,0.6506357192993164
image_customer/15/15_4.jpg,414,45,152,214,0.8281073570251465,image_customer/35/35_3.jpg,224,141,211,287,0.8315291404724121
image_customer/30/30.jpg,168,141,227,294,0.8388373851776123,image_customer/45/45.jpg,110,71,170,280,0.8164830207824707
image_customer/14/14_4.jpg,328,87,218,287,0.7543377876281738,image_customer/50/50.jpg,33,47,69,90,0.6504156589508057
image_customer/20/20.jpg,51,23,82,112,0.5208966732025146,image_customer/25/25_3.jpg,304,259,405,546,0.5038244724273682
image_customer/21/21_4.jpg,71,16,78,110,0.5199356079101562,image_customer/31/31_3.jpg,199,168,403,522,0.5050873756408691
image_customer/3/3_3.jpg,54,22,95,120,0.5217227935791016,image_customer/38/38_2.jpg,125,21,134,165,0.5001845359802246
image_customer/14/14_2.jpg,154,28,277,381,0.5182099342346191,image_customer/69/69_4.jpg,449,149,317,411,0.5115325450897217
image_customer/45/45_3.jpg,177,141,354,528,0.514984130859375,image_customer/51/51_2.jpg,407,80,402,519,0.5043864250183105
image_customer/22/22_3.jpg,479,109,160,234,0.516045093536377,image_customer/26/26_3.jpg,281,85,210,316,0.5061187744140625
image_customer/38/38_4.jpg,44,50,80,98,0.5216317176818848,image_customer/44/44_3.jpg,90,472,519,779,0.5322480201721191
image_customer/17/17_4.jpg,78,42,105,149,0.5352187156677246,image_customer/5/5_2.jpg,208,38,175,239,0.5013055801391602
image_customer/47/47_4.jpg,325,174,474,677,0.5173895359039307,image_customer/63/63_4.jpg,72,31,68,94,0.511652946472168
image_customer/3/3_2.jpg,148,78,147,213,0.7241883277893066,image_customer/30/30_2.jpg,52,47,97,129,0.8288946151733398
image_customer/35/35_2.jpg,270,276,872,1162,0.8141219615936279,image_customer/63/63.jpg,66,14,92,125,0.8201572895050049
image_customer/12/12_3.jpg,71,53,94,122,0.7673346996307373,image_customer/50/50_4.jpg,191,58,133,171,0.7892129421234131
image_customer/11/11_4.jpg,575,80,284,352,0.5647232532501221,image_customer/9/9.jpg,216,55,122,172,0.5203382968902588
image_customer/20/20_4.jpg,426,84,317,377,0.505878210067749,image_customer/66/66.jpg,47,56,86,137,0.515521764755249
image_customer/51/51_4.jpg,70,59,107,137,0.5135459899902344,image_customer/63/63_3.jpg,165,78,166,230,0.5383565425872803
image_customer/19/19_4.jpg,197,271,428,586,0.5226387977600098,image_customer/3/3.jpg,198,55,102,146,0.5366146564483643
image_customer/49/49_4.jpg,50,43,156,218,0.5038917064666748,image_customer/55/55_3.jpg,133,-15,166,223,0.5149612426757812
image_customer/28/28_4.jpg,393,95,310,313,0.51190185546875,image_customer/7/7.jpg,104,88,145,189,0.5083582401275635
image_customer/15/15_3.jpg,266,55,148,208,0.5154509544372559,image_customer/45/45_4.jpg,165,24,62,100,0.5074222087860107
image_customer/10/10_2.jpg,181,96,211,263,0.5137126445770264,image_customer/3/3_2.jpg,148,78,147,213,0.5048255920410156
image_customer/17/17_3.jpg,156,47,139,199,0.5213561058044434,image_customer/50/50_3.jpg,339,141,224,296,0.5063138008117676
image_customer/26/26_2.jpg,221,67,158,225,0.5132961273193359,image_customer/3/3_4.jpg,78,271,316,420,0.723656177520752
image_customer/51/51_3.jpg,208,48,148,195,0.8403432369232178,image_customer/60/60.jpg,215,323,234,336,0.8161587715148926
image_customer/40/40_2.jpg,204,52,138,183,0.8656558990478516,image_customer/67/67_4.jpg,602,169,494,734,0.7852590084075928
image_customer/22/22_3.jpg,479,109,160,234,0.7339386940002441,image_customer/68/68_3.jpg,318,45,103,131,0.5198335647583008
image_customer/47/47_3.jpg,405,101,202,287,0.5059137344360352,image_customer/8/8_4..jpg,488,187,244,312,0.5188899040222168
image_customer/32/32_2.jpg,290,72,174,237,0.5001962184906006,image_customer/55/55_2.jpg,59,54,114,151,0.5258433818817139
image_customer/62/62_4.jpg,100,63,129,171,0.5006363391876221,image_customer/65/65.jpg,52,45,76,115,0.5194137096405029
image_customer/39/39_3.jpg,322,421,701,902,0.5033268928527832,image_customer/64/64_3.jpg,76,25,53,72,0.5160033702850342
image_customer/41/41.jpg,120,86,216,325,0.5003719329833984,image_customer/46/46_4.jpg,564,151,335,475,0.5223419666290283
image_customer/49/49_2.jpg,64,27,86,127,0.5077536106109619,image_customer/55/55_4.jpg,769,227,694,980,0.5256457328796387
image_customer/63/63.jpg,66,14,92,125,0.5070316791534424,image_customer/9/9_2.jpg,117,31,74,95,0.5256662368774414
image_customer/52/52_2.jpg,331,196,181,237,0.5297129154205322,image_customer/7/7_3.jpg,89,56,145,194,0.5191795825958252
image_customer/14/14_4.jpg,328,87,218,287,0.5362758636474609,image_customer/27/27_3.jpg,105,103,168,242,0.7947521209716797
image_customer/36/36_2.jpg,71,39,69,98,0.8486275672912598,image_customer/70/70.jpg,334,72,244,368,0.8476934432983398
image_customer/31/31_2.jpg,407,157,243,314,0.8651728630065918,image_customer/52/52.jpg,166,120,285,387,0.8862447738647461
image_customer/12/12_4.jpg,116,87,139,179,0.9066271781921388,image_customer/25/25_2.jpg,254,85,142,194,0.9089515209197998
image_customer/34/34_4.jpg,298,331,583,759,0.9081618785858154,image_customer/68/68_2.jpg,44,56,209,278,0.9307875633239746
image_customer/36/36_3.jpg,859,280,224,326,0.8794424533843994,image_customer/68/68.jpg,65,40,107,142,0.6407644748687744
image_customer/27/27_2.jpg,154,138,334,458,0.5206716060638428,image_customer/65/65.jpg,52,45,76,115,0.5058050155639648
image_customer/23/23.jpg,348,160,401,528,0.5153722763061523,image_customer/55/55_4.jpg,769,227,694,980,0.506065845489502
image_customer/36/36_4.jpg,134,32,69,92,0.5181992053985596,image_customer/50/50_3.jpg,339,141,224,296,0.5102932453155518
image_customer/37/37_2.jpg,325,134,152,219,0.5139851570129395,image_customer/54/54_2.jpg,257,118,260,341,0.5196309089660645
image_customer/15/15_3.jpg,266,55,148,208,0.5136308670043945,image_customer/50/50_3.jpg,339,141,224,296,0.523078441619873
image_customer/14/14.jpg,102,71,228,307,0.5105199813842773,image_customer/52/52_2.jpg,331,196,181,237,0.5186917781829834
image_customer/37/37.jpg,489,147,590,923,0.5072355270385742,image_customer/59/59_4.jpg,275,300,551,780,0.5170886516571045
image_customer/40/40_2.jpg,204,52,138,183,0.5026919841766357,image_customer/55/55_2.jpg,59,54,114,151,0.525230884552002
image_customer/14/14_4.jpg,328,87,218,287,0.5259706974029541,image_customer/18/18_2.jpg,337,229,556,694,0.5680749416351318
image_customer/15/15_4.jpg,414,45,152,214,0.8014936447143555,image_customer/24/24_2.jpg,117,28,41,53,0.821321964263916
image_customer/15/15.jpg,391,61,218,317,0.8531286716461182,image_customer/18/18_4.jpg,491,95,356,464,0.8253037929534912
image_customer/14/14_2.jpg,154,28,277,381,0.755023717880249,image_customer/56/56_3.jpg,113,99,163,233,0.7397820949554443
image_customer/14/14_4.jpg,328,87,218,287,0.5358684062957764,image_customer/55/55_2.jpg,59,54,114,151,0.505821704864502
image_customer/12/12.jpg,109,61,128,159,0.5176453590393066,image_customer/20/20_4.jpg,426,84,317,377,0.5064876079559326
image_customer/44/44_4.jpg,912,449,755,1063,0.5208232402801514,image_customer/6/6_3.jpg,199,110,159,201,0.5081336498260498
image_customer/22/22.jpg,71,28,55,78,0.5159368515014648,image_customer/33/33_2.jpg,201,130,228,322,0.5401792526245117
image_customer/50/50.jpg,33,47,69,90,0.5332531929016113,image_customer/54/54_2.jpg,257,118,260,341,0.5239129066467285
image_customer/38/38_3.jpg,178,80,244,302,0.5128498077392578,image_customer/48/48_2.jpg,78,-13,103,138,0.5193712711334229
image_customer/30/30_4.jpg,45,57,96,142,0.5085611343383789,image_customer/31/31_3.jpg,199,168,403,522,0.5152664184570312
image_customer/12/12.jpg,109,61,128,159,0.5059614181518555,image_customer/30/30_4.jpg,45,57,96,142,0.5157699584960938
image_customer/48/48_2.jpg,78,-13,103,138,0.5047931671142578,image_customer/66/66_2.jpg,84,23,60,87,0.5132999420166016
image_customer/40/40.jpg,65,52,83,115,0.5975778102874756,image_customer/6/6_3.jpg,199,110,159,201,0.8171963691711426
image_customer/5/5_2.jpg,208,38,175,239,0.8189475536346436,image_customer/59/59_2.jpg,115,39,74,100,0.807908296585083
image_customer/23/23_4.jpg,517,69,165,215,0.8008706569671631,image_customer/48/48_2.jpg,78,-13,103,138,0.7906091213226318
image_customer/33/33_2.jpg,201,130,228,322,0.8280739784240723,image_customer/8/8_3.jpg,241,64,160,205,0.5144832134246826
image_customer/30/30_3.jpg,61,51,92,133,0.5243186950683594,image_customer/51/51_4.jpg,70,59,107,137,0.5086359977722168
image_customer/18/18_3.jpg,102,54,168,207,0.5169858932495117,image_customer/29/29_2.jpg,233,53,81,116,0.5004591941833496
image_customer/5/5_4.jpg,235,77,210,258,0.5221750736236572,image_customer/59/59_3.jpg,57,88,176,249,0.5057411193847656
image_customer/12/12_4.jpg,116,87,139,179,0.5323903560638428,image_customer/18/18.jpg,373,85,718,890,0.5041441917419434
image_customer/54/54_2.jpg,257,118,260,341,0.5105228424072266,image_customer/71/71.jpg,199,158,279,400,0.5146632194519043
image_customer/15/15_3.jpg,266,55,148,208,0.5163435935974121,image_customer/57/57.jpg,74,116,224,281,0.5039935111999512
image_customer/16/16_4.jpg,113,15,71,99,0.511136531829834,image_customer/39/39_4.jpg,505,56,213,279,0.5061690807342529
image_customer/33/33_3.jpg,36,47,100,143,0.5129637718200684,image_customer/53/53_2.jpg,45,16,68,103,0.50718092918396
image_customer/22/22_4.jpg,470,119,260,336,0.5250382423400879,image_customer/69/69_3.jpg,53,51,193,270,0.5866794586181641
image_customer/11/11_4.jpg,575,80,284,352,0.8490204811096191,image_customer/5/5_4.jpg,235,77,210,258,0.8165650367736816
image_customer/45/45_2.jpg,753,131,246,393,0.8092947006225586,image_customer/55/55_3.jpg,133,-15,166,223,0.8207719326019287
image_customer/61/61.jpg,77,21,67,103,0.7625410556793213,image_customer/9/9_4.jpg,435,157,187,252,0.73301100730896
image_customer/32/32_3.jpg,33,44,110,156,0.4992289543151855,image_customer/68/68_3.jpg,318,45,103,131,0.5235719680786133
image_customer/27/27_2.jpg,154,138,334,458,0.4985406398773193,image_customer/66/66_3.jpg,356,90,222,349,0.5194976329803467
image_customer/24/24_4.jpg,265,315,544,713,0.5202910900115967,image_customer/4/4.jpg,352,123,243,342,0.5003254413604736
image_customer/12/12.jpg,109,61,128,159,0.5180943012237549,image_customer/20/20_3.jpg,194,155,234,339,0.5019967555999756
image_customer/57/57_3.jpg,42,39,130,163,0.5320594310760498,image_customer/71/71.jpg,199,158,279,400,0.5301644802093506
image_customer/19/19_3.jpg,416,158,402,552,0.5162303447723389,image_customer/9/9_4.jpg,435,157,187,252,0.5020225048065186
image_customer/37/37.jpg,489,147,590,923,0.5232384204864502,image_customer/65/65_2.jpg,884,202,358,497,0.5028650760650635
image_customer/3/3_3.jpg,54,22,95,120,0.5147647857666016,image_customer/6/6_4.jpg,216,120,231,320,0.5058531761169434
image_customer/24/24_2.jpg,117,28,41,53,0.6180555820465088,image_customer/29/29_2.jpg,233,53,81,116,0.8072819709777832
image_customer/37/37_4.jpg,118,24,83,107,0.8131430149078369,image_customer/9/9_2.jpg,117,31,74,95,0.8307597637176514
image_customer/3/3_3.jpg,54,22,95,120,0.799053430557251,image_customer/52/52_3.jpg,156,146,325,430,0.7656400203704834
image_customer/48/48_3.jpg,709,252,658,925,0.7405977249145508,image_customer/64/64_4.jpg,958,103,179,242,0.5455403327941895
image_customer/14/14_2.jpg,154,28,277,381,0.5061254501342773,image_customer/6/6_2.jpg,241,53,128,160,0.513418436050415
image_customer/17/17.jpg,265,126,269,377,0.4985256195068359,image_customer/60/60_3.jpg,145,25,48,63,0.5182833671569824
image_customer/28/28_4.jpg,393,95,310,313,0.5021142959594727,image_customer/63/63_2.jpg,521,317,778,1146,0.5230011940002441
image_customer/13/13.jpg,281,53,137,180,0.5070960521697998,image_customer/27/27.jpg,219,92,272,399,0.5203487873077393
image_customer/49/49_2.jpg,64,27,86,127,0.5050656795501709,image_customer/64/64_4.jpg,958,103,179,242,0.5082924365997314
image_customer/43/43.jpg,64,82,282,443,0.516573429107666,image_customer/61/61_3.jpg,133,36,81,131,0.5022008419036865
image_customer/18/18_4.jpg,491,95,356,464,0.5160214900970459,image_customer/32/32_3.jpg,33,44,110,156,0.5015735626220703
image_customer/33/33_4.jpg,321,190,317,438,0.5154006481170654,image_customer/36/36.jpg,207,31,103,143,0.4985980987548828
image_customer/13/13.jpg,281,53,137,180,0.522089958190918,image_customer/43/43_2.jpg,289,193,435,654,0.605682373046875
image_customer/1/1_3.jpg,249,118,187,234,0.8152849674224854,image_customer/19/19_4.jpg,197,271,428,586,0.8108096122741699
image_customer/17/17_4.jpg,78,42,105,149,0.7989778518676758,image_customer/39/39_4.jpg,505,56,213,279,0.8157813549041748
image_customer/20/20_2.jpg,169,65,123,156,0.754596471786499,image_customer/56/56_2..jpg,468,94,271,404,0.7486414909362793
image_customer/13/13.jpg,281,53,137,180,0.5292770862579346,image_customer/56/56_4.jpg,273,266,596,866,0.5195705890655518
image_customer/29/29_3.jpg,546,148,137,183,0.5093722343444824,image_customer/30/30_4.jpg,45,57,96,142,0.514087438583374
image_customer/16/16_2.jpg,355,15,236,347,0.5032830238342285,image_customer/30/30_3.jpg,61,51,92,133,0.5147843360900879
image_customer/29/29_2.jpg,233,53,81,116,0.5003349781036377,image_customer/62/62_3.jpg,80,39,56,79,0.5075600147247314
image_customer/59/59_4.jpg,275,300,551,780,0.5026547908782959,image_customer/62/62.jpg,29,54,130,184,0.5189213752746582
image_customer/28/28_2.jpg,206,43,184,198,0.4999217987060547,image_customer/40/40_4.jpg,424,286,459,598,0.5156805515289307
