Image1,X1,Y1,W1,H1,Image2,X2,Y2,W2,H2,Similarity,TotalProcessingTime
image_customer/13/13.jpg,281,53,137,180,image_customer/13/13_4.jpg,244,41,186,253,0.43555695,2.221606731414795
image_customer/13/13.jpg,281,53,137,180,image_customer/13/13_3.jpg,196,36,122,164,0.7991839,2.1334447860717773
image_customer/13/13.jpg,281,53,137,180,image_customer/13/13_2.jpg,218,98,175,222,0.3907727,1.935138702392578
image_customer/13/13_4.jpg,244,41,186,253,image_customer/13/13_3.jpg,196,36,122,164,0.52216136,1.4818081855773926
image_customer/13/13_4.jpg,244,41,186,253,image_customer/13/13_2.jpg,218,98,175,222,0.59277374,1.1817729473114014
image_customer/13/13_3.jpg,196,36,122,164,image_customer/13/13_2.jpg,218,98,175,222,0.46123058,1.1733286380767822
image_customer/14/14.jpg,102,71,228,307,image_customer/14/14_2.jpg,154,28,277,381,0.6577695,2.0730960369110107
image_customer/14/14.jpg,102,71,228,307,image_customer/14/14_3.jpg,293,97,251,342,0.40739283,1.762873649597168
image_customer/14/14.jpg,102,71,228,307,image_customer/14/14_4.jpg,328,87,218,287,0.15196787,1.4497685432434082
image_customer/14/14_2.jpg,154,28,277,381,image_customer/14/14_3.jpg,293,97,251,342,0.74467903,1.1871309280395508
image_customer/14/14_2.jpg,154,28,277,381,image_customer/14/14_4.jpg,328,87,218,287,0.24101852,1.2031285762786863
image_customer/14/14_3.jpg,293,97,251,342,image_customer/14/14_4.jpg,328,87,218,287,0.4298216,1.361154317855835
image_customer/15/15.jpg,391,61,218,317,image_customer/15/15_2.jpg,207,74,224,299,0.69364744,2.7535674571990967
image_customer/15/15.jpg,391,61,218,317,image_customer/15/15_3.jpg,266,55,148,208,0.6088132,2.2504985332489014
image_customer/15/15.jpg,391,61,218,317,image_customer/15/15_4.jpg,414,45,152,214,0.42690748,1.5245742797851562
image_customer/15/15_2.jpg,207,74,224,299,image_customer/15/15_3.jpg,266,55,148,208,0.41332427,1.3176743984222412
image_customer/15/15_2.jpg,207,74,224,299,image_customer/15/15_4.jpg,414,45,152,214,0.32644576,1.2925353050231934
image_customer/15/15_3.jpg,266,55,148,208,image_customer/15/15_4.jpg,414,45,152,214,0.4414129,1.311601161956787
image_customer/16/16.jpg,184,118,170,248,image_customer/16/16_2.jpg,355,15,236,347,0.34967923,2.450918436050415
image_customer/16/16.jpg,184,118,170,248,image_customer/16/16_3.jpg,177,48,122,172,0.46627235,1.507873296737671
image_customer/16/16.jpg,184,118,170,248,image_customer/16/16_4.jpg,113,15,71,99,0.539694,1.4622349739074707
image_customer/16/16_2.jpg,355,15,236,347,image_customer/16/16_3.jpg,177,48,122,172,0.16714036,1.1959924697875977
image_customer/16/16_2.jpg,355,15,236,347,image_customer/16/16_4.jpg,113,15,71,99,0.6008105,1.6592202186584473
image_customer/16/16_3.jpg,177,48,122,172,image_customer/16/16_4.jpg,113,15,71,99,0.38418868,1.804180145263672
image_customer/17/17.jpg,265,126,269,377,image_customer/17/17_2.jpg,376,88,171,238,0.09499171,2.4842586517333984
image_customer/17/17.jpg,265,126,269,377,image_customer/17/17_3.jpg,156,47,139,199,0.6194497,1.4986391067504885
image_customer/17/17.jpg,265,126,269,377,image_customer/17/17_4.jpg,78,42,105,149,0.656127,1.429567575454712
image_customer/17/17_2.jpg,376,88,171,238,image_customer/17/17_3.jpg,156,47,139,199,0.15293682,1.190314531326294
image_customer/17/17_2.jpg,376,88,171,238,image_customer/17/17_4.jpg,78,42,105,149,0.020960096,1.18681001663208
image_customer/17/17_3.jpg,156,47,139,199,image_customer/17/17_4.jpg,78,42,105,149,0.63442117,1.1774868965148926
image_customer/18/18.jpg,373,85,718,890,image_customer/18/18_2.jpg,337,229,556,694,0.6309579,3.1353025436401367
image_customer/18/18.jpg,373,85,718,890,image_customer/18/18_3.jpg,102,54,168,207,0.5361276,1.4907095432281494
image_customer/18/18.jpg,373,85,718,890,image_customer/18/18_4.jpg,491,95,356,464,0.58750045,2.471071243286133
image_customer/18/18_2.jpg,337,229,556,694,image_customer/18/18_3.jpg,102,54,168,207,0.798743,1.818735122680664
image_customer/18/18_2.jpg,337,229,556,694,image_customer/18/18_4.jpg,491,95,356,464,0.66493595,1.5290257930755615
image_customer/18/18_3.jpg,102,54,168,207,image_customer/18/18_4.jpg,491,95,356,464,0.5810959,1.174980640411377
image_customer/19/19.jpg,508,142,345,486,image_customer/19/19_2.jpg,406,108,240,335,0.47962788,2.507718801498413
image_customer/19/19.jpg,508,142,345,486,image_customer/19/19_3.jpg,416,158,402,552,0.6510839,1.822648048400879
image_customer/19/19.jpg,508,142,345,486,image_customer/19/19_4.jpg,197,271,428,586,0.38533592,1.7477869987487793
image_customer/19/19_2.jpg,406,108,240,335,image_customer/19/19_3.jpg,416,158,402,552,0.4415252,1.3378338813781738
image_customer/19/19_2.jpg,406,108,240,335,image_customer/19/19_4.jpg,197,271,428,586,0.31711322,1.3018949031829834
image_customer/19/19_3.jpg,416,158,402,552,image_customer/19/19_4.jpg,197,271,428,586,0.2903128,1.3392386436462402
image_customer/2/2.jpg,309,68,198,265,image_customer/2/2_2.jpg,196,35,153,222,0.58004856,3.1767170429229736
image_customer/2/2.jpg,309,68,198,265,image_customer/2/2_3.jpg,504,150,301,393,0.5075023,2.797152519226074
image_customer/2/2.jpg,309,68,198,265,image_customer/2/2_4.jpg,273,25,179,239,0.73816276,1.681513786315918
image_customer/2/2_2.jpg,196,35,153,222,image_customer/2/2_3.jpg,504,150,301,393,0.1446874,1.3183369636535645
image_customer/2/2_2.jpg,196,35,153,222,image_customer/2/2_4.jpg,273,25,179,239,0.6216786,1.806679964065552
image_customer/2/2_3.jpg,504,150,301,393,image_customer/2/2_4.jpg,273,25,179,239,0.2705305,1.7785181999206543
image_customer/20/20.jpg,51,23,82,112,image_customer/20/20_2.jpg,169,65,123,156,0.35878947,3.1075081825256348
image_customer/20/20.jpg,51,23,82,112,image_customer/20/20_3.jpg,194,155,234,339,0.52042884,1.46821928024292
image_customer/20/20.jpg,51,23,82,112,image_customer/20/20_4.jpg,426,84,317,377,0.2785275,1.769202470779419
image_customer/20/20_2.jpg,169,65,123,156,image_customer/20/20_3.jpg,194,155,234,339,0.45351127,1.3649277687072754
image_customer/20/20_2.jpg,169,65,123,156,image_customer/20/20_4.jpg,426,84,317,377,0.67499804,1.7941603660583496
image_customer/20/20_3.jpg,194,155,234,339,image_customer/20/20_4.jpg,426,84,317,377,0.42574802,1.7682623863220217
image_customer/21/21.jpg,173,24,151,220,image_customer/21/21_3.jpg,176,36,183,285,0.6004771,2.285846471786499
image_customer/21/21.jpg,173,24,151,220,image_customer/21/21_2.jpg,102,13,65,97,0.50427395,1.447152614593506
image_customer/21/21.jpg,173,24,151,220,image_customer/21/21_4.jpg,71,16,78,110,0.49348366,1.4797189235687256
image_customer/21/21_3.jpg,176,36,183,285,image_customer/21/21_2.jpg,102,13,65,97,0.44289413,1.1820878982543943
image_customer/21/21_3.jpg,176,36,183,285,image_customer/21/21_4.jpg,71,16,78,110,0.48502326,1.171816349029541
image_customer/21/21_2.jpg,102,13,65,97,image_customer/21/21_4.jpg,71,16,78,110,0.5335553,1.1588387489318848
image_customer/22/22.jpg,71,28,55,78,image_customer/22/22_3.jpg,479,109,160,234,0.6347039,2.4277148246765137
image_customer/22/22.jpg,71,28,55,78,image_customer/22/]22_2.jpg,1283,219,556,808,0.27416623,2.4791762828826904
image_customer/22/22.jpg,71,28,55,78,image_customer/22/22_4.jpg,470,119,260,336,0.3639119,2.214094877243042
image_customer/22/22_3.jpg,479,109,160,234,image_customer/22/]22_2.jpg,1283,219,556,808,0.53006417,2.214475393295288
image_customer/22/22_3.jpg,479,109,160,234,image_customer/22/22_4.jpg,470,119,260,336,0.582999,1.7212142944335938
image_customer/22/]22_2.jpg,1283,219,556,808,image_customer/22/22_4.jpg,470,119,260,336,0.7246523,1.349116325378418
image_customer/23/23.jpg,348,160,401,528,image_customer/23/23_2.jpg,114,50,158,204,0.5042172,2.3330318927764893
image_customer/23/23.jpg,348,160,401,528,image_customer/23/23_3.jpg,829,81,246,343,0.31223327,1.878398895263672
image_customer/23/23.jpg,348,160,401,528,image_customer/23/23_4.jpg,517,69,165,215,0.5387193,1.833247423171997
image_customer/23/23_2.jpg,114,50,158,204,image_customer/23/23_3.jpg,829,81,246,343,0.32631114,1.185720443725586
image_customer/23/23_2.jpg,114,50,158,204,image_customer/23/23_4.jpg,517,69,165,215,0.56116474,1.184882640838623
image_customer/23/23_3.jpg,829,81,246,343,image_customer/23/23_4.jpg,517,69,165,215,0.72370327,1.1924805641174316
image_customer/24/24.jpg,211,88,208,262,image_customer/24/24_4.jpg,265,315,544,713,0.48653638,3.671370506286621
image_customer/24/24.jpg,211,88,208,262,image_customer/24/24_2.jpg,117,28,41,53,0.24148257,1.703880786895752
image_customer/24/24.jpg,211,88,208,262,image_customer/24/24_3.jpg,110,42,85,104,0.73629856,1.42754864692688
image_customer/24/24_4.jpg,265,315,544,713,image_customer/24/24_2.jpg,117,28,41,53,0.08604728,1.2069990634918213
image_customer/24/24_4.jpg,265,315,544,713,image_customer/24/24_3.jpg,110,42,85,104,0.448676,1.1971752643585205
image_customer/24/24_2.jpg,117,28,41,53,image_customer/24/24_3.jpg,110,42,85,104,0.15002994,1.158491611480713
image_customer/25/25.jpg,97,61,173,246,image_customer/25/25_2.jpg,254,85,142,194,0.26470387,2.4238719940185547
image_customer/25/25.jpg,97,61,173,246,image_customer/25/25_3.jpg,304,259,405,546,0.53112835,1.9730463027954104
image_customer/25/25.jpg,97,61,173,246,image_customer/25/25_4.jpg,704,168,424,578,0.1411856,1.74627947807312
image_customer/25/25_2.jpg,254,85,142,194,image_customer/25/25_3.jpg,304,259,405,546,0.42393196,1.8383495807647705
image_customer/25/25_2.jpg,254,85,142,194,image_customer/25/25_4.jpg,704,168,424,578,0.39606592,1.977536916732788
image_customer/25/25_3.jpg,304,259,405,546,image_customer/25/25_4.jpg,704,168,424,578,0.21583684,1.8805086612701416
image_customer/26/26.jpg,271,226,574,821,image_customer/26/26_2.jpg,221,67,158,225,0.36107567,2.9393012523651123
image_customer/26/26.jpg,271,226,574,821,image_customer/26/26_3.jpg,281,85,210,316,0.34438145,1.7583410739898682
image_customer/26/26.jpg,271,226,574,821,image_customer/26/26_4.jpg,960,534,797,1175,-0.13117842,2.120255708694458
image_customer/26/26_2.jpg,221,67,158,225,image_customer/26/26_3.jpg,281,85,210,316,0.3195672,1.1761038303375244
image_customer/26/26_2.jpg,221,67,158,225,image_customer/26/26_4.jpg,960,534,797,1175,-0.12341547,1.5049676895141602
image_customer/26/26_3.jpg,281,85,210,316,image_customer/26/26_4.jpg,960,534,797,1175,-0.059324596,1.4921379089355469
image_customer/27/27.jpg,219,92,272,399,image_customer/27/27_2.jpg,154,138,334,458,0.3954389,2.5828230381011963
image_customer/27/27.jpg,219,92,272,399,image_customer/27/27_3.jpg,105,103,168,242,0.4992746,2.1793558597564697
image_customer/27/27.jpg,219,92,272,399,image_customer/27/27_4.jpg,119,134,272,384,0.4333561,2.078633546829224
image_customer/27/27_2.jpg,154,138,334,458,image_customer/27/27_3.jpg,105,103,168,242,0.6309342,1.183626413345337
image_customer/27/27_2.jpg,154,138,334,458,image_customer/27/27_4.jpg,119,134,272,384,0.56387055,1.1785988807678225
image_customer/27/27_3.jpg,105,103,168,242,image_customer/27/27_4.jpg,119,134,272,384,0.689166,1.1727452278137207
image_customer/28/28.jpg,292,91,258,290,image_customer/28/28_2.jpg,206,43,184,198,0.8003098,2.664342164993286
image_customer/28/28.jpg,292,91,258,290,image_customer/28/28_3.jpg,71,19,115,133,0.83995426,1.496063470840454
image_customer/28/28.jpg,292,91,258,290,image_customer/28/28_4.jpg,393,95,310,313,0.19434513,1.775102615356445
image_customer/28/28_2.jpg,206,43,184,198,image_customer/28/28_3.jpg,71,19,115,133,0.79867756,1.1555166244506836
image_customer/28/28_2.jpg,206,43,184,198,image_customer/28/28_4.jpg,393,95,310,313,0.2824496,1.272028923034668
image_customer/28/28_3.jpg,71,19,115,133,image_customer/28/28_4.jpg,393,95,310,313,0.28428712,1.8227980136871336
image_customer/29/29.jpg,112,252,416,516,image_customer/29/29_3.jpg,546,148,137,183,0.06614302,2.984341859817505
image_customer/29/29.jpg,112,252,416,516,image_customer/29/29_4.jpg,52,97,201,274,0.65734756,1.8850064277648928
image_customer/29/29.jpg,112,252,416,516,image_customer/29/29_2.jpg,233,53,81,116,0.30309203,1.572911500930786
image_customer/29/29_3.jpg,546,148,137,183,image_customer/29/29_4.jpg,52,97,201,274,0.18039168,1.2781786918640137
image_customer/29/29_3.jpg,546,148,137,183,image_customer/29/29_2.jpg,233,53,81,116,0.66080374,1.2768805027008057
image_customer/29/29_4.jpg,52,97,201,274,image_customer/29/29_2.jpg,233,53,81,116,0.33319774,1.273561954498291
image_customer/3/3.jpg,198,55,102,146,image_customer/3/3_2.jpg,148,78,147,213,0.63673246,2.6466410160064697
image_customer/3/3.jpg,198,55,102,146,image_customer/3/3_3.jpg,54,22,95,120,0.5582261,1.4378893375396729
image_customer/3/3.jpg,198,55,102,146,image_customer/3/3_4.jpg,78,271,316,420,0.64336336,1.6747312545776367
image_customer/3/3_2.jpg,148,78,147,213,image_customer/3/3_3.jpg,54,22,95,120,0.64233154,1.548839092254639
image_customer/3/3_2.jpg,148,78,147,213,image_customer/3/3_4.jpg,78,271,316,420,0.66064864,1.8307099342346191
image_customer/3/3_3.jpg,54,22,95,120,image_customer/3/3_4.jpg,78,271,316,420,0.67035604,1.721679925918579
image_customer/30/30.jpg,168,141,227,294,image_customer/30/30_2.jpg,52,47,97,129,0.30229738,3.959733247756958
image_customer/30/30.jpg,168,141,227,294,image_customer/30/30_3.jpg,61,51,92,133,0.33040825,1.4713146686553955
image_customer/30/30.jpg,168,141,227,294,image_customer/30/30_4.jpg,45,57,96,142,0.53192747,1.5019021034240725
image_customer/30/30_2.jpg,52,47,97,129,image_customer/30/30_3.jpg,61,51,92,133,0.58333296,1.1592023372650146
image_customer/30/30_2.jpg,52,47,97,129,image_customer/30/30_4.jpg,45,57,96,142,0.5150527,1.1757164001464844
image_customer/30/30_3.jpg,61,51,92,133,image_customer/30/30_4.jpg,45,57,96,142,0.53223115,1.173642635345459
image_customer/31/31.jpg,560,87,291,389,image_customer/31/31_2.jpg,407,157,243,314,0.12469222,2.869464635848999
image_customer/31/31.jpg,560,87,291,389,image_customer/31/31_3.jpg,199,168,403,522,0.59487665,1.7726082801818848
image_customer/31/31.jpg,560,87,291,389,image_customer/31/31_4.jpg,34,75,112,128,0.42576233,2.168569326400757
image_customer/31/31_2.jpg,407,157,243,314,image_customer/31/31_3.jpg,199,168,403,522,0.1337091,1.884669065475464
image_customer/31/31_2.jpg,407,157,243,314,image_customer/31/31_4.jpg,34,75,112,128,0.050007682,1.6279668807983398
image_customer/31/31_3.jpg,199,168,403,522,image_customer/31/31_4.jpg,34,75,112,128,0.57156676,1.2538673877716064
image_customer/32/32.jpg,163,125,253,347,image_customer/32/32_3.jpg,33,44,110,156,0.6243364,2.3167948722839355
image_customer/32/32.jpg,163,125,253,347,image_customer/32/32_2.jpg,290,72,174,237,-0.11763506,1.827153205871582
image_customer/32/32.jpg,163,125,253,347,image_customer/32/32_4.jpg,197,58,105,145,-0.042117793,1.6927642822265625
image_customer/32/32_3.jpg,33,44,110,156,image_customer/32/32_2.jpg,290,72,174,237,-0.100475736,1.186004400253296
image_customer/32/32_3.jpg,33,44,110,156,image_customer/32/32_4.jpg,197,58,105,145,0.07896118,1.166867971420288
image_customer/32/32_2.jpg,290,72,174,237,image_customer/32/32_4.jpg,197,58,105,145,0.5682736,1.2051799297332764
image_customer/33/33.jpg,40,41,117,157,image_customer/33/33_2.jpg,201,130,228,322,0.47781658,3.091406345367432
image_customer/33/33.jpg,40,41,117,157,image_customer/33/33_4.jpg,321,190,317,438,0.14004645,3.679848909378052
image_customer/33/33.jpg,40,41,117,157,image_customer/33/33_3.jpg,36,47,100,143,0.6949506,1.9614858627319336
image_customer/33/33_2.jpg,201,130,228,322,image_customer/33/33_4.jpg,321,190,317,438,-0.107086875,1.3076481819152832
image_customer/33/33_2.jpg,201,130,228,322,image_customer/33/33_3.jpg,36,47,100,143,0.4813593,1.2385244369506836
image_customer/33/33_4.jpg,321,190,317,438,image_customer/33/33_3.jpg,36,47,100,143,0.00077568647,1.292790174484253
image_customer/34/34.jpg,56,54,74,104,image_customer/34/34_2.jpg,105,26,73,97,0.24647649,2.02058744430542
image_customer/34/34.jpg,56,54,74,104,image_customer/34/34_3.jpg,514,149,278,387,0.29375336,2.3253777027130127
image_customer/34/34.jpg,56,54,74,104,image_customer/34/34_4.jpg,298,331,583,759,0.44922152,2.0944511890411377
image_customer/34/34_2.jpg,105,26,73,97,image_customer/34/34_3.jpg,514,149,278,387,0.45496884,1.2669446468353271
image_customer/34/34_2.jpg,105,26,73,97,image_customer/34/34_4.jpg,298,331,583,759,0.3151801,1.6163160800933838
image_customer/34/34_3.jpg,514,149,278,387,image_customer/34/34_4.jpg,298,331,583,759,0.27406472,2.0849523544311523
image_customer/35/35.jpg,102,151,384,553,image_customer/35/35_2.jpg,270,276,872,1162,0.34613234,3.312973499298096
image_customer/35/35.jpg,102,151,384,553,image_customer/35/35_3.jpg,224,141,211,287,0.41719213,1.8944733142852783
image_customer/35/35.jpg,102,151,384,553,image_customer/35/35_4.jpg,931,823,1367,1847,0.6254263,2.0029232501983643
image_customer/35/35_2.jpg,270,276,872,1162,image_customer/35/35_3.jpg,224,141,211,287,0.20498125,1.3899989128112793
image_customer/35/35_2.jpg,270,276,872,1162,image_customer/35/35_4.jpg,931,823,1367,1847,0.41747054,1.561662197113037
image_customer/35/35_3.jpg,224,141,211,287,image_customer/35/35_4.jpg,931,823,1367,1847,0.29568872,1.4534471035003662
image_customer/36/36.jpg,207,31,103,143,image_customer/36/36_2.jpg,71,39,69,98,0.5834404,2.176107406616211
image_customer/36/36.jpg,207,31,103,143,image_customer/36/36_3.jpg,859,280,224,326,0.18801157,2.256555557250977
image_customer/36/36.jpg,207,31,103,143,image_customer/36/36_4.jpg,134,32,69,92,0.4120668,2.052011251449585
image_customer/36/36_2.jpg,71,39,69,98,image_customer/36/36_3.jpg,859,280,224,326,0.082704335,1.5682175159454346
image_customer/36/36_2.jpg,71,39,69,98,image_customer/36/36_4.jpg,134,32,69,92,0.24463585,1.1612322330474854
image_customer/36/36_3.jpg,859,280,224,326,image_customer/36/36_4.jpg,134,32,69,92,0.075155266,1.2366745471954346
image_customer/37/37.jpg,489,147,590,923,image_customer/37/37_2.jpg,325,134,152,219,0.0036462548,2.4593894481658936
image_customer/37/37.jpg,489,147,590,923,image_customer/37/37_3.jpg,83,0,102,122,0.6285399,1.4225239753723145
image_customer/37/37.jpg,489,147,590,923,image_customer/37/37_4.jpg,118,24,83,107,0.5861336,1.424976110458374
image_customer/37/37_2.jpg,325,134,152,219,image_customer/37/37_3.jpg,83,0,102,122,-0.06555773,1.1778786182403564
image_customer/37/37_2.jpg,325,134,152,219,image_customer/37/37_4.jpg,118,24,83,107,0.028754598,1.1994211673736572
image_customer/37/37_3.jpg,83,0,102,122,image_customer/37/37_4.jpg,118,24,83,107,0.5882723,1.157263994216919
image_customer/38/38.jpg,108,24,74,102,image_customer/38/38_2.jpg,125,21,134,165,0.39250678,2.862766981124878
image_customer/38/38.jpg,108,24,74,102,image_customer/38/38_3.jpg,178,80,244,302,0.23014182,2.216572999954224
image_customer/38/38.jpg,108,24,74,102,image_customer/38/38_4.jpg,44,50,80,98,0.0894843,1.846012830734253
image_customer/38/38_2.jpg,125,21,134,165,image_customer/38/38_3.jpg,178,80,244,302,0.2668329,1.3065297603607178
image_customer/38/38_2.jpg,125,21,134,165,image_customer/38/38_4.jpg,44,50,80,98,0.35145417,1.2836942672729492
image_customer/38/38_3.jpg,178,80,244,302,image_customer/38/38_4.jpg,44,50,80,98,0.35995302,1.7470450401306152
image_customer/39/39.jpg,255,67,214,303,image_customer/39/39_2.jpg,595,281,355,472,0.33324036,3.5365610122680664
image_customer/39/39.jpg,255,67,214,303,image_customer/39/39_4.jpg,505,56,213,279,0.23913302,2.291135549545288
image_customer/39/39.jpg,255,67,214,303,image_customer/39/39_3.jpg,322,421,701,902,0.70721346,2.420377016067505
image_customer/39/39_2.jpg,595,281,355,472,image_customer/39/39_4.jpg,505,56,213,279,0.39407825,1.3602566719055176
image_customer/39/39_2.jpg,595,281,355,472,image_customer/39/39_3.jpg,322,421,701,902,0.41999242,1.240103006362915
image_customer/39/39_4.jpg,505,56,213,279,image_customer/39/39_3.jpg,322,421,701,902,0.24691752,1.2422804832458496
image_customer/4/4.jpg,352,123,243,342,image_customer/4/4_2.jpg,283,133,258,360,0.5343165,2.216059923171997
image_customer/4/4.jpg,352,123,243,342,image_customer/4/4_3.jpg,352,96,193,287,0.5133907,2.767885446548462
image_customer/4/4.jpg,352,123,243,342,image_customer/4/4_4.jpg,173,34,262,379,0.5633725,1.4510159492492676
image_customer/4/4_2.jpg,283,133,258,360,image_customer/4/4_3.jpg,352,96,193,287,0.41679683,1.226741075515747
image_customer/4/4_2.jpg,283,133,258,360,image_customer/4/4_4.jpg,173,34,262,379,0.59279114,1.224724531173706
image_customer/4/4_3.jpg,352,96,193,287,image_customer/4/4_4.jpg,173,34,262,379,0.48548433,1.5662522315979004
image_customer/40/40.jpg,65,52,83,115,image_customer/40/40_2.jpg,204,52,138,183,0.58180046,3.006483793258667
image_customer/40/40.jpg,65,52,83,115,image_customer/40/40_3.jpg,327,278,557,771,0.26806873,2.106673002243042
image_customer/40/40.jpg,65,52,83,115,image_customer/40/40_4.jpg,424,286,459,598,0.20590116,2.061567068099976
image_customer/40/40_2.jpg,204,52,138,183,image_customer/40/40_3.jpg,327,278,557,771,0.5170749,1.2296218872070312
image_customer/40/40_2.jpg,204,52,138,183,image_customer/40/40_4.jpg,424,286,459,598,0.20063034,1.2699429988861084
image_customer/40/40_3.jpg,327,278,557,771,image_customer/40/40_4.jpg,424,286,459,598,0.6425047,1.4024388790130615
image_customer/41/41.jpg,120,86,216,325,image_customer/41/41_2.jpg,111,144,312,466,0.8013699,2.8462204933166504
image_customer/41/41.jpg,120,86,216,325,image_customer/41/41_3.jpg,760,351,657,963,0.1771461,1.7471773624420166
image_customer/41/41.jpg,120,86,216,325,image_customer/41/41_4.jpg,152,166,368,490,0.7340027,2.228693962097168
image_customer/41/41_2.jpg,111,144,312,466,image_customer/41/41_3.jpg,760,351,657,963,0.15097877,1.8348772525787356
image_customer/41/41_2.jpg,111,144,312,466,image_customer/41/41_4.jpg,152,166,368,490,0.6829617,1.7903413772583008
image_customer/41/41_3.jpg,760,351,657,963,image_customer/41/41_4.jpg,152,166,368,490,0.068988726,1.4216561317443848
image_customer/42/42.jpg,60,33,94,133,image_customer/42/42_2.jpg,267,57,137,191,0.26130873,2.168125867843628
image_customer/42/42.jpg,60,33,94,133,image_customer/42/42_3.jpg,349,74,234,324,0.21031167,1.7367792129516602
image_customer/42/42.jpg,60,33,94,133,image_customer/42/42_4.jpg,288,207,410,586,0.4764685,1.9179811477661133
image_customer/42/42_2.jpg,267,57,137,191,image_customer/42/42_3.jpg,349,74,234,324,0.17319079,1.1903774738311768
image_customer/42/42_2.jpg,267,57,137,191,image_customer/42/42_4.jpg,288,207,410,586,-0.024065455,1.1944632530212402
image_customer/42/42_3.jpg,349,74,234,324,image_customer/42/42_4.jpg,288,207,410,586,0.35916957,1.1854095458984375
image_customer/43/43.jpg,64,82,282,443,image_customer/43/43_2.jpg,289,193,435,654,0.6988303,2.6266465187072754
image_customer/43/43.jpg,64,82,282,443,image_customer/43/43_3.jpg,89,71,183,272,0.58203316,1.903493881225586
image_customer/43/43.jpg,64,82,282,443,image_customer/43/43_4.jpg,172,37,133,191,0.57295805,2.119753122329712
image_customer/43/43_2.jpg,289,193,435,654,image_customer/43/43_3.jpg,89,71,183,272,0.6031935,1.511794090270996
image_customer/43/43_2.jpg,289,193,435,654,image_customer/43/43_4.jpg,172,37,133,191,0.4867143,1.1918537616729736
image_customer/43/43_3.jpg,89,71,183,272,image_customer/43/43_4.jpg,172,37,133,191,0.36770925,1.168098211288452
image_customer/44/44.jpg,284,348,700,1043,image_customer/44/44_2.jpg,81,71,192,254,0.5761876,2.7433369159698486
image_customer/44/44.jpg,284,348,700,1043,image_customer/44/44_3.jpg,90,472,519,779,0.43087938,1.916198968887329
image_customer/44/44.jpg,284,348,700,1043,image_customer/44/44_4.jpg,912,449,755,1063,-0.14348924,2.0934669971466064
image_customer/44/44_2.jpg,81,71,192,254,image_customer/44/44_3.jpg,90,472,519,779,0.4590013,1.3651480674743652
