Image1,X1,Y1,W1,H1,Image2,X2,Y2,W2,H2,Similarity,TotalProcessingTime
image_customer/40/40_3.jpg,327,278,557,771,image_customer/63/63_2.jpg,521,317,778,1146,0.7989175319671631,0.4380760192871094
image_customer/17/17_3.jpg,156,47,139,199,image_customer/69/69_4.jpg,449,149,317,411,0.537534773349762,0.317756175994873
image_customer/54/54_4.jpg,931,295,283,384,image_customer/55/55_2.jpg,59,54,114,151,0.5108776688575745,0.4486629962921142
image_customer/24/24_2.jpg,117,28,41,53,image_customer/61/61_2.jpg,152,28,147,218,0.5052664279937744,0.422349214553833
image_customer/12/12_3.jpg,71,53,94,122,image_customer/70/70_2.jpg,213,34,107,146,0.7217762470245361,0.3808982372283935
image_customer/64/64_3.jpg,76,25,53,72,image_customer/9/9_4.jpg,435,157,187,252,0.53389972448349,0.3906359672546386
image_customer/59/59.jpg,215,199,196,281,image_customer/7/7.jpg,104,88,145,189,0.6136143207550049,0.382850170135498
image_customer/32/32_4.jpg,197,58,105,145,image_customer/51/51_3.jpg,208,48,148,195,0.5626956224441528,0.4343128204345703
image_customer/25/25_3.jpg,304,259,405,546,image_customer/33/33.jpg,40,41,117,157,0.7543686628341675,0.3776710033416748
image_customer/2/2_2.jpg,196,35,153,222,image_customer/43/43.jpg,64,82,282,443,0.4583498835563659,0.4354703426361084
image_customer/1/1_4.jpg,359,276,273,349,image_customer/68/68_2.jpg,44,56,209,278,0.5825570821762085,0.4367396831512451
image_customer/4/4.jpg,352,123,243,342,image_customer/70/70_2.jpg,213,34,107,146,0.6744320392608643,0.4043395519256592
image_customer/13/13_3.jpg,196,36,122,164,image_customer/23/23_2.jpg,114,50,158,204,0.6322224736213684,0.393110990524292
image_customer/22/]22_2.jpg,1283,219,556,808,image_customer/46/46.jpg,260,74,265,424,0.4697083532810211,0.4364769458770752
image_customer/42/42_2.jpg,267,57,137,191,image_customer/44/44_2.jpg,81,71,192,254,0.5055480599403381,0.3851299285888672
image_customer/61/61.jpg,77,21,67,103,image_customer/67/67_2.jpg,323,245,385,578,0.5892983675003052,0.3743059635162353
image_customer/16/16.jpg,184,118,170,248,image_customer/5/5_2.jpg,208,38,175,239,0.4756157100200653,0.4904072284698486
image_customer/26/26.jpg,271,226,574,821,image_customer/5/5_2.jpg,208,38,175,239,0.6900248527526855,0.6749484539031982
image_customer/23/23_3.jpg,829,81,246,343,image_customer/60/60_3.jpg,145,25,48,63,0.737305223941803,0.5318965911865234
image_customer/19/19_3.jpg,416,158,402,552,image_customer/23/23_3.jpg,829,81,246,343,0.6815973520278931,0.7026209831237793
image_customer/59/59.jpg,215,199,196,281,image_customer/61/61_2.jpg,152,28,147,218,0.7204493284225464,0.7370505332946777
image_customer/31/31_4.jpg,34,75,112,128,image_customer/68/68.jpg,65,40,107,142,0.6024773716926575,0.6832435131072998
image_customer/13/13.jpg,281,53,137,180,image_customer/41/41_2.jpg,111,144,312,466,0.6100916862487793,0.5193607807159424
image_customer/11/11_3.jpg,285,77,232,293,image_customer/18/18_3.jpg,102,54,168,207,0.7544769048690796,0.4023816585540771
image_customer/52/52_3.jpg,156,146,325,430,image_customer/63/63_2.jpg,521,317,778,1146,0.6870806217193604,0.3433268070220947
image_customer/51/51_4.jpg,70,59,107,137,image_customer/59/59_2.jpg,115,39,74,100,0.4960832297801971,0.3913924694061279
image_customer/48/48_3.jpg,709,252,658,925,image_customer/62/62_2.jpg,115,63,131,181,0.5573124885559082,0.3746051788330078
image_customer/42/42_4.jpg,288,207,410,586,image_customer/63/63_2.jpg,521,317,778,1146,0.7983019351959229,0.439842939376831
image_customer/29/29_3.jpg,546,148,137,183,image_customer/54/54_4.jpg,931,295,283,384,0.6540145874023438,0.3490276336669922
image_customer/18/18_3.jpg,102,54,168,207,image_customer/51/51.jpg,176,173,248,319,0.5425962805747986,0.4376888275146484
image_customer/11/11_3.jpg,285,77,232,293,image_customer/52/52.jpg,166,120,285,387,0.5256971716880798,0.4465107917785644
image_customer/16/16_4.jpg,113,15,71,99,image_customer/64/64_3.jpg,76,25,53,72,0.8487117290496826,0.4460983276367187
image_customer/52/52_2.jpg,331,196,181,237,image_customer/53/53_4.jpg,756,100,443,658,0.7677068710327148,0.4491817951202392
image_customer/65/65_2.jpg,884,202,358,497,image_customer/9/9_3.jpg,387,374,627,891,0.379607230424881,0.3731019496917724
image_customer/24/24.jpg,211,88,208,262,image_customer/8/8.jpg,35,74,107,129,0.7732982039451599,0.4028546810150146
image_customer/30/30.jpg,168,141,227,294,image_customer/33/33.jpg,40,41,117,157,0.7692973613739014,0.3952932357788086
image_customer/31/31.jpg,560,87,291,389,image_customer/68/68.jpg,65,40,107,142,0.5658109784126282,0.4062314033508301
image_customer/13/13_4.jpg,244,41,186,253,image_customer/66/66_4.jpg,389,91,220,347,0.6538289785385132,0.3942959308624267
image_customer/34/34.jpg,56,54,74,104,image_customer/68/68_3.jpg,318,45,103,131,0.6526964902877808,0.3832974433898926
image_customer/32/32_4.jpg,197,58,105,145,image_customer/53/53_2.jpg,45,16,68,103,0.817535400390625,0.4576113224029541
image_customer/57/57_2.jpg,729,240,457,603,image_customer/72/72_2.jpg,488,647,834,1081,0.6032879948616028,0.3799889087677002
image_customer/26/26_4.jpg,960,534,797,1175,image_customer/35/35.jpg,102,151,384,553,0.8313478827476501,0.4463489055633545
image_customer/42/42_2.jpg,267,57,137,191,image_customer/66/66.jpg,47,56,86,137,0.5899272561073303,0.4482181072235107
image_customer/30/30_3.jpg,61,51,92,133,image_customer/54/54_3.jpg,307,65,193,261,0.6899768114089966,0.3867750167846679
image_customer/15/15_4.jpg,414,45,152,214,image_customer/46/46_2.jpg,118,32,65,92,0.5709139108657837,0.5236387252807617
image_customer/12/12_2.jpg,73,73,118,153,image_customer/13/13_2.jpg,218,98,175,222,0.7248350381851196,0.4893615245819092
image_customer/15/15.jpg,391,61,218,317,image_customer/59/59.jpg,215,199,196,281,0.6958629488945007,0.8127908706665039
image_customer/43/43_4.jpg,172,37,133,191,image_customer/72/72_3.jpg,316,502,153,197,0.638770341873169,0.5402557849884033
image_customer/16/16_2.jpg,355,15,236,347,image_customer/33/33_4.jpg,321,190,317,438,0.8304387331008911,0.4950063228607178
image_customer/44/44_2.jpg,81,71,192,254,image_customer/68/68_3.jpg,318,45,103,131,0.7011046409606934,0.6795902252197266
image_customer/27/27_2.jpg,154,138,334,458,image_customer/56/56_4.jpg,273,266,596,866,0.6705670952796936,0.6832892894744873
image_customer/47/47_4.jpg,325,174,474,677,image_customer/61/61_4.jpg,153,76,246,400,0.5078716278076172,0.3757452964782715
image_customer/29/29_2.jpg,233,53,81,116,image_customer/70/70_2.jpg,213,34,107,146,0.591442346572876,0.4341661930084228
image_customer/38/38_3.jpg,178,80,244,302,image_customer/43/43.jpg,64,82,282,443,0.5874276757240295,0.3422822952270508
image_customer/58/58_3.jpg,153,74,167,250,image_customer/8/8_3.jpg,241,64,160,205,0.7669392228126526,0.4020078182220459
image_customer/2/2.jpg,309,68,198,265,image_customer/39/39_2.jpg,595,281,355,472,0.7247680425643921,0.4356937408447265
image_customer/3/3.jpg,198,55,102,146,image_customer/4/4.jpg,352,123,243,342,0.7643505930900574,0.4321999549865722
image_customer/1/1_2.jpg,178,114,267,312,image_customer/46/46_2.jpg,118,32,65,92,0.5817850828170776,0.3513741493225097
image_customer/35/35_3.jpg,224,141,211,287,image_customer/56/56_3.jpg,113,99,163,233,0.5456913709640503,0.4380848407745361
image_customer/15/15_3.jpg,266,55,148,208,image_customer/35/35_4.jpg,931,823,1367,1847,0.6974334120750427,0.4618387222290039
image_customer/24/24_3.jpg,110,42,85,104,image_customer/37/37_2.jpg,325,134,152,219,0.655217707157135,0.4156496524810791
image_customer/51/51_4.jpg,70,59,107,137,image_customer/62/62_2.jpg,115,63,131,181,0.5857616662979126,0.4007902145385742
image_customer/25/25_4.jpg,704,168,424,578,image_customer/37/37_2.jpg,325,134,152,219,0.8388767838478088,0.3360235691070556
image_customer/30/30_2.jpg,52,47,97,129,image_customer/53/53.jpg,424,76,208,321,0.719045877456665,0.3257424831390381
image_customer/36/36.jpg,207,31,103,143,image_customer/45/45_4.jpg,165,24,62,100,0.6018533706665039,0.4346909523010254
image_customer/71/71_2.jpg,1632,330,659,850,image_customer/9/9_2.jpg,117,31,74,95,0.4602595567703247,0.396083116531372
image_customer/22/22.jpg,71,28,55,78,image_customer/72/72_2.jpg,488,647,834,1081,0.4496003091335296,0.3959190845489502
image_customer/42/42.jpg,60,33,94,133,image_customer/58/58.jpg,68,34,84,124,0.548211395740509,0.4381177425384521
image_customer/3/3.jpg,198,55,102,146,image_customer/62/62_4.jpg,100,63,129,171,0.5323644876480103,0.3895895481109619
image_customer/40/40.jpg,65,52,83,115,image_customer/51/51_3.jpg,208,48,148,195,0.5993704795837402,0.3907463550567627
image_customer/19/19_2.jpg,406,108,240,335,image_customer/67/67_2.jpg,323,245,385,578,0.742641806602478,0.4571208953857422
image_customer/20/20_2.jpg,169,65,123,156,image_customer/48/48_3.jpg,709,252,658,925,0.5023435354232788,0.4005606174468994
image_customer/39/39_2.jpg,595,281,355,472,image_customer/60/60.jpg,215,323,234,336,0.6648408770561218,0.5433073043823242
image_customer/17/17_2.jpg,376,88,171,238,image_customer/36/36_2.jpg,71,39,69,98,0.6855729818344116,0.6754891872406006
image_customer/46/46.jpg,260,74,265,424,image_customer/49/49_2.jpg,64,27,86,127,0.7810975909233093,0.6748301982879639
image_customer/24/24_3.jpg,110,42,85,104,image_customer/30/30_3.jpg,61,51,92,133,0.6517462730407715,0.4836866855621338
image_customer/10/10_3.jpg,234,103,125,166,image_customer/55/55_4.jpg,769,227,694,980,0.6312572956085205,0.8685851097106934
image_customer/48/48.jpg,109,35,310,376,image_customer/62/62_4.jpg,100,63,129,171,0.4779249727725982,0.755007266998291
image_customer/34/34_2.jpg,105,26,73,97,image_customer/43/43_2.jpg,289,193,435,654,0.5968695878982544,0.4356071949005127
image_customer/51/51_4.jpg,70,59,107,137,image_customer/57/57_3.jpg,42,39,130,163,0.5203972458839417,0.3509328365325928
image_customer/15/15_4.jpg,414,45,152,214,image_customer/52/52.jpg,166,120,285,387,0.6175640821456909,0.3807816505432129
image_customer/13/13_2.jpg,218,98,175,222,image_customer/37/37_2.jpg,325,134,152,219,0.7361516952514648,0.434283971786499
image_customer/43/43_2.jpg,289,193,435,654,image_customer/72/72.jpg,195,624,540,791,0.6735278367996216,0.3319785594940185
image_customer/5/5_4.jpg,235,77,210,258,image_customer/68/68_3.jpg,318,45,103,131,0.5637726783752441,0.458106517791748
image_customer/15/15_4.jpg,414,45,152,214,image_customer/35/35_3.jpg,224,141,211,287,0.5506213903427124,0.4329569339752197
image_customer/30/30.jpg,168,141,227,294,image_customer/45/45.jpg,110,71,170,280,0.8276857733726501,0.4069523811340332
image_customer/14/14_4.jpg,328,87,218,287,image_customer/50/50.jpg,33,47,69,90,0.7411292791366577,0.4265625476837158
image_customer/20/20.jpg,51,23,82,112,image_customer/25/25_3.jpg,304,259,405,546,0.593576192855835,0.3760795593261719
image_customer/21/21_4.jpg,71,16,78,110,image_customer/31/31_3.jpg,199,168,403,522,0.6344088912010193,0.3912250995635986
image_customer/3/3_3.jpg,54,22,95,120,image_customer/38/38_2.jpg,125,21,134,165,0.8176224827766418,0.3390600681304931
image_customer/14/14_2.jpg,154,28,277,381,image_customer/69/69_4.jpg,449,149,317,411,0.70811527967453,0.4145686626434326
image_customer/45/45_3.jpg,177,141,354,528,image_customer/51/51_2.jpg,407,80,402,519,0.3384242951869964,0.3826556205749511
image_customer/22/22_3.jpg,479,109,160,234,image_customer/26/26_3.jpg,281,85,210,316,0.4828050136566162,0.3783352375030517
image_customer/38/38_4.jpg,44,50,80,98,image_customer/44/44_3.jpg,90,472,519,779,0.6204496622085571,0.4367856979370117
image_customer/17/17_4.jpg,78,42,105,149,image_customer/5/5_2.jpg,208,38,175,239,0.7674249410629272,0.385136604309082
image_customer/47/47_4.jpg,325,174,474,677,image_customer/63/63_4.jpg,72,31,68,94,0.5039305686950684,0.4434242248535156
image_customer/3/3_2.jpg,148,78,147,213,image_customer/30/30_2.jpg,52,47,97,129,0.4877544343471527,0.3910410404205322
image_customer/35/35_2.jpg,270,276,872,1162,image_customer/63/63.jpg,66,14,92,125,0.6899348497390747,0.4418387413024902
image_customer/12/12_3.jpg,71,53,94,122,image_customer/50/50_4.jpg,191,58,133,171,0.7629438042640686,0.3437116146087646
image_customer/11/11_4.jpg,575,80,284,352,image_customer/9/9.jpg,216,55,122,172,0.4813416600227356,0.3786005973815918
image_customer/20/20_4.jpg,426,84,317,377,image_customer/66/66.jpg,47,56,86,137,0.5628581047058105,0.4520034790039062
image_customer/51/51_4.jpg,70,59,107,137,image_customer/63/63_3.jpg,165,78,166,230,0.6491559743881226,0.8670425415039062
image_customer/19/19_4.jpg,197,271,428,586,image_customer/3/3.jpg,198,55,102,146,0.5434972047805786,0.8203692436218262
image_customer/49/49_4.jpg,50,43,156,218,image_customer/55/55_3.jpg,133,-15,166,223,0.8436841368675232,0.8131997585296631
image_customer/28/28_4.jpg,393,95,310,313,image_customer/7/7.jpg,104,88,145,189,0.7120510935783386,0.823744535446167
image_customer/15/15_3.jpg,266,55,148,208,image_customer/45/45_4.jpg,165,24,62,100,0.673708975315094,0.4499220848083496
image_customer/10/10_2.jpg,181,96,211,263,image_customer/3/3_2.jpg,148,78,147,213,0.5708776712417603,0.4003639221191406
image_customer/17/17_3.jpg,156,47,139,199,image_customer/50/50_3.jpg,339,141,224,296,0.6358535885810852,0.3912050724029541
image_customer/26/26_2.jpg,221,67,158,225,image_customer/3/3_4.jpg,78,271,316,420,0.7420434951782227,0.3935072422027588
image_customer/51/51_3.jpg,208,48,148,195,image_customer/60/60.jpg,215,323,234,336,0.5289604663848877,0.4340066909790039
image_customer/40/40_2.jpg,204,52,138,183,image_customer/67/67_4.jpg,602,169,494,734,0.7066773772239685,0.4492840766906738
image_customer/22/22_3.jpg,479,109,160,234,image_customer/68/68_3.jpg,318,45,103,131,0.7281346321105957,0.4243130683898926
image_customer/47/47_3.jpg,405,101,202,287,image_customer/8/8_4..jpg,488,187,244,312,0.6396609544754028,0.4311692714691162
image_customer/32/32_2.jpg,290,72,174,237,image_customer/55/55_2.jpg,59,54,114,151,0.5376580357551575,0.3973557949066162
image_customer/62/62_4.jpg,100,63,129,171,image_customer/65/65.jpg,52,45,76,115,0.7721184492111206,0.4495701789855957
image_customer/39/39_3.jpg,322,421,701,902,image_customer/64/64_3.jpg,76,25,53,72,0.4249839782714844,0.4357411861419678
image_customer/41/41.jpg,120,86,216,325,image_customer/46/46_4.jpg,564,151,335,475,0.5318077206611633,0.3783833980560303
image_customer/49/49_2.jpg,64,27,86,127,image_customer/55/55_4.jpg,769,227,694,980,0.7161674499511719,0.3847701549530029
image_customer/63/63.jpg,66,14,92,125,image_customer/9/9_2.jpg,117,31,74,95,0.6478927135467529,0.4069724082946777
image_customer/52/52_2.jpg,331,196,181,237,image_customer/7/7_3.jpg,89,56,145,194,0.723690927028656,0.4366121292114258
image_customer/14/14_4.jpg,328,87,218,287,image_customer/27/27_3.jpg,105,103,168,242,0.6826632022857666,0.4618325233459472
image_customer/36/36_2.jpg,71,39,69,98,image_customer/70/70.jpg,334,72,244,368,0.678240954875946,0.435945987701416
image_customer/31/31_2.jpg,407,157,243,314,image_customer/52/52.jpg,166,120,285,387,0.5190452337265015,0.3897988796234131
image_customer/12/12_4.jpg,116,87,139,179,image_customer/25/25_2.jpg,254,85,142,194,0.732031524181366,0.3133206367492676
image_customer/34/34_4.jpg,298,331,583,759,image_customer/68/68_2.jpg,44,56,209,278,0.4768401086330414,0.3803474903106689
image_customer/36/36_3.jpg,859,280,224,326,image_customer/68/68.jpg,65,40,107,142,0.5854393243789673,0.4436752796173095
image_customer/27/27_2.jpg,154,138,334,458,image_customer/65/65.jpg,52,45,76,115,0.5552724003791809,0.3875563144683838
image_customer/23/23.jpg,348,160,401,528,image_customer/55/55_4.jpg,769,227,694,980,0.6713674664497375,0.6584551334381104
image_customer/36/36_4.jpg,134,32,69,92,image_customer/50/50_3.jpg,339,141,224,296,0.6013469696044922,0.499284029006958
image_customer/37/37_2.jpg,325,134,152,219,image_customer/54/54_2.jpg,257,118,260,341,0.7055321931838989,0.4727933406829834
image_customer/15/15_3.jpg,266,55,148,208,image_customer/50/50_3.jpg,339,141,224,296,0.7088176608085632,0.5214238166809082
image_customer/14/14.jpg,102,71,228,307,image_customer/52/52_2.jpg,331,196,181,237,0.7243462204933167,0.6699936389923096
image_customer/37/37.jpg,489,147,590,923,image_customer/59/59_4.jpg,275,300,551,780,0.844631016254425,0.6804001331329346
image_customer/40/40_2.jpg,204,52,138,183,image_customer/55/55_2.jpg,59,54,114,151,0.5993517637252808,0.5257580280303955
image_customer/14/14_4.jpg,328,87,218,287,image_customer/18/18_2.jpg,337,229,556,694,0.8421012759208679,0.4080638885498047
image_customer/15/15_4.jpg,414,45,152,214,image_customer/24/24_2.jpg,117,28,41,53,0.6487106680870056,0.3300037384033203
image_customer/15/15.jpg,391,61,218,317,image_customer/18/18_4.jpg,491,95,356,464,0.8151198029518127,0.3986179828643799
image_customer/14/14_2.jpg,154,28,277,381,image_customer/56/56_3.jpg,113,99,163,233,0.7756375074386597,0.4705195426940918
image_customer/14/14_4.jpg,328,87,218,287,image_customer/55/55_2.jpg,59,54,114,151,0.5182079076766968,0.4038803577423095
image_customer/12/12.jpg,109,61,128,159,image_customer/20/20_4.jpg,426,84,317,377,0.6101123094558716,0.3706355094909668
image_customer/44/44_4.jpg,912,449,755,1063,image_customer/6/6_3.jpg,199,110,159,201,0.6579801440238953,0.3937232494354248
image_customer/22/22.jpg,71,28,55,78,image_customer/33/33_2.jpg,201,130,228,322,0.7134308218955994,0.3812949657440185
image_customer/50/50.jpg,33,47,69,90,image_customer/54/54_2.jpg,257,118,260,341,0.6044250726699829,0.3854773044586181
image_customer/38/38_3.jpg,178,80,244,302,image_customer/48/48_2.jpg,78,-13,103,138,0.7594942450523376,0.4138026237487793
image_customer/30/30_4.jpg,45,57,96,142,image_customer/31/31_3.jpg,199,168,403,522,0.7783710956573486,0.4513618946075439
image_customer/12/12.jpg,109,61,128,159,image_customer/30/30_4.jpg,45,57,96,142,0.6679112315177917,0.3897497653961181
image_customer/48/48_2.jpg,78,-13,103,138,image_customer/66/66_2.jpg,84,23,60,87,0.5503996014595032,0.4287817478179931
image_customer/40/40.jpg,65,52,83,115,image_customer/6/6_3.jpg,199,110,159,201,0.8069792985916138,0.3739407062530517
image_customer/5/5_2.jpg,208,38,175,239,image_customer/59/59_2.jpg,115,39,74,100,0.4829892218112945,0.4407126903533935
image_customer/23/23_4.jpg,517,69,165,215,image_customer/48/48_2.jpg,78,-13,103,138,0.498254656791687,0.4699900150299072
image_customer/33/33_2.jpg,201,130,228,322,image_customer/8/8_3.jpg,241,64,160,205,0.6092222332954407,0.4441981315612793
image_customer/30/30_3.jpg,61,51,92,133,image_customer/51/51_4.jpg,70,59,107,137,0.4835759699344635,0.3860230445861816
image_customer/18/18_3.jpg,102,54,168,207,image_customer/29/29_2.jpg,233,53,81,116,0.6489992737770081,0.4369637966156006
image_customer/5/5_4.jpg,235,77,210,258,image_customer/59/59_3.jpg,57,88,176,249,0.4379671514034271,0.3781411647796631
image_customer/12/12_4.jpg,116,87,139,179,image_customer/18/18.jpg,373,85,718,890,0.5931898355484009,0.3996732234954834
image_customer/54/54_2.jpg,257,118,260,341,image_customer/71/71.jpg,199,158,279,400,0.590088427066803,0.345560073852539
image_customer/15/15_3.jpg,266,55,148,208,image_customer/57/57.jpg,74,116,224,281,0.7681699395179749,0.6313724517822266
image_customer/16/16_4.jpg,113,15,71,99,image_customer/39/39_4.jpg,505,56,213,279,0.5436123013496399,0.6643638610839844
image_customer/33/33_3.jpg,36,47,100,143,image_customer/53/53_2.jpg,45,16,68,103,0.796444833278656,0.4941270351409912
image_customer/22/22_4.jpg,470,119,260,336,image_customer/69/69_3.jpg,53,51,193,270,0.8665677309036255,0.6665396690368652
image_customer/11/11_4.jpg,575,80,284,352,image_customer/5/5_4.jpg,235,77,210,258,0.4975988864898681,0.6570219993591309
image_customer/45/45_2.jpg,753,131,246,393,image_customer/55/55_3.jpg,133,-15,166,223,0.6551772356033325,0.6859638690948486
image_customer/61/61.jpg,77,21,67,103,image_customer/9/9_4.jpg,435,157,187,252,0.6390730738639832,0.6040298938751221
image_customer/32/32_3.jpg,33,44,110,156,image_customer/68/68_3.jpg,318,45,103,131,0.6878785490989685,0.3886861801147461
image_customer/27/27_2.jpg,154,138,334,458,image_customer/66/66_3.jpg,356,90,222,349,0.6242201328277588,0.3787968158721924
image_customer/24/24_4.jpg,265,315,544,713,image_customer/4/4.jpg,352,123,243,342,0.5304775834083557,0.4278216361999511
image_customer/12/12.jpg,109,61,128,159,image_customer/20/20_3.jpg,194,155,234,339,0.5066094994544983,0.377847671508789
image_customer/57/57_3.jpg,42,39,130,163,image_customer/71/71.jpg,199,158,279,400,0.709713876247406,0.4019021987915039
image_customer/19/19_3.jpg,416,158,402,552,image_customer/9/9_4.jpg,435,157,187,252,0.6915542483329773,0.4279508590698242
image_customer/37/37.jpg,489,147,590,923,image_customer/65/65_2.jpg,884,202,358,497,0.7414647936820984,0.4481182098388672
image_customer/3/3_3.jpg,54,22,95,120,image_customer/6/6_4.jpg,216,120,231,320,0.5984914302825928,0.4191770553588867
image_customer/24/24_2.jpg,117,28,41,53,image_customer/29/29_2.jpg,233,53,81,116,0.527626633644104,0.4652342796325683
image_customer/37/37_4.jpg,118,24,83,107,image_customer/9/9_2.jpg,117,31,74,95,0.5770720839500427,0.4636335372924804
image_customer/3/3_3.jpg,54,22,95,120,image_customer/52/52_3.jpg,156,146,325,430,0.5637567639350891,0.4425945281982422
image_customer/48/48_3.jpg,709,252,658,925,image_customer/64/64_4.jpg,958,103,179,242,0.6209049224853516,0.4389834403991699
image_customer/14/14_2.jpg,154,28,277,381,image_customer/6/6_2.jpg,241,53,128,160,0.8118566870689392,0.4311296939849853
image_customer/17/17.jpg,265,126,269,377,image_customer/60/60_3.jpg,145,25,48,63,0.5034060478210449,0.4389216899871826
image_customer/28/28_4.jpg,393,95,310,313,image_customer/63/63_2.jpg,521,317,778,1146,0.5893720984458923,0.4298048019409179
image_customer/13/13.jpg,281,53,137,180,image_customer/27/27.jpg,219,92,272,399,0.7619035243988037,0.4211468696594238
image_customer/49/49_2.jpg,64,27,86,127,image_customer/64/64_4.jpg,958,103,179,242,0.6239219307899475,0.4440798759460449
image_customer/43/43.jpg,64,82,282,443,image_customer/61/61_3.jpg,133,36,81,131,0.6642664074897766,0.4001963138580322
image_customer/18/18_4.jpg,491,95,356,464,image_customer/32/32_3.jpg,33,44,110,156,0.6987708210945129,0.4353935718536377
image_customer/33/33_4.jpg,321,190,317,438,image_customer/36/36.jpg,207,31,103,143,0.4453786313533783,0.3838090896606445
image_customer/13/13.jpg,281,53,137,180,image_customer/43/43_2.jpg,289,193,435,654,0.6180378794670105,0.460681676864624
image_customer/1/1_3.jpg,249,118,187,234,image_customer/19/19_4.jpg,197,271,428,586,0.7265640497207642,0.6743078231811523
image_customer/17/17_4.jpg,78,42,105,149,image_customer/39/39_4.jpg,505,56,213,279,0.8342300057411194,0.4904334545135498
image_customer/20/20_2.jpg,169,65,123,156,image_customer/56/56_2..jpg,468,94,271,404,0.3491116166114807,0.6646115779876709
image_customer/13/13.jpg,281,53,137,180,image_customer/56/56_4.jpg,273,266,596,866,0.5374271869659424,0.6820886135101318
image_customer/29/29_3.jpg,546,148,137,183,image_customer/30/30_4.jpg,45,57,96,142,0.6720956563949585,0.5159552097320557
image_customer/16/16_2.jpg,355,15,236,347,image_customer/30/30_3.jpg,61,51,92,133,0.6580407023429871,0.5237014293670654
image_customer/29/29_2.jpg,233,53,81,116,image_customer/62/62_3.jpg,80,39,56,79,0.6584789156913757,0.421403169631958
image_customer/59/59_4.jpg,275,300,551,780,image_customer/62/62.jpg,29,54,130,184,0.675380289554596,0.4352753162384033
image_customer/28/28_2.jpg,206,43,184,198,image_customer/40/40_4.jpg,424,286,459,598,0.678475558757782,0.4370265007019043
